Player_ID,full_name,first_name,last_name,Primary_Team_ID,Primary_Team,Primary_Team_Abbr,Games_With_Primary_Team,All_Teams,Num_Teams,Season_Games,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,AST_TOV_ratio
203507,Giannis Antetokounmpo,Giannis,Antetokounmpo,1610612749,Milwaukee Bucks,MIL,67,MIL,1,67,34.194,11.836,19.687,0.607,0.209,0.94,0.104,6.507,10.552,0.582,2.194,9.716,11.91,6.463,0.866,1.164,3.075,2.313,30.388,2.102
1630175,Cole Anthony,Cole,Anthony,1610612753,Orlando Magic,ORL,67,ORL,1,67,18.418,3.433,8.104,0.401,1.149,3.254,0.326,1.388,1.687,0.448,0.687,2.358,3.045,2.851,0.672,0.478,1.537,2.254,9.403,1.854
1628384,OG Anunoby,OG,Anunoby,1610612752,New York Knicks,NYK,74,NYK,1,74,36.568,6.608,13.878,0.465,2.311,6.216,0.361,2.473,3.054,0.632,1.311,3.527,4.838,2.216,1.486,0.878,1.378,2.324,18.0,1.608
1630166,Deni Avdija,Deni,Avdija,1610612757,Portland Trail Blazers,POR,72,POR,1,72,30.014,5.583,11.722,0.462,1.736,4.75,0.338,4.028,5.167,0.739,1.528,5.722,7.25,3.903,0.986,0.486,2.722,2.375,16.931,1.434
1629028,Deandre Ayton,Deandre,Ayton,1610612757,Portland Trail Blazers,POR,40,POR,1,40,30.25,6.625,11.7,0.568,0.15,0.8,0.096,1.0,1.5,0.297,3.1,7.05,10.15,1.6,0.775,0.975,1.725,2.2,14.4,0.928
1628963,Marvin Bagley III,Marvin,Bagley III,1610612764,Washington Wizards,WAS,19,"MEM, WAS",2,31,8.645,1.774,3.419,0.38,0.097,0.613,0.038,0.742,1.129,0.266,1.226,1.484,2.71,0.355,0.29,0.258,0.387,0.581,4.387,0.917
1631116,Patrick Baldwin Jr.,Patrick,Baldwin Jr.,1610612764,Washington Wizards,WAS,22,"LAC, WAS",2,24,4.458,0.792,1.458,0.417,0.542,0.958,0.354,0.083,0.167,0.042,0.208,0.833,1.042,0.125,0.125,0.083,0.208,0.292,2.208,0.6
1630163,LaMelo Ball,LaMelo,Ball,1610612766,Charlotte Hornets,CHA,47,CHA,1,47,32.021,8.638,21.34,0.4,3.809,11.234,0.342,4.106,4.872,0.766,1.0,3.936,4.936,7.362,1.149,0.277,3.553,3.34,25.191,2.072
1628366,Lonzo Ball,Lonzo,Ball,1610612741,Chicago Bulls,CHI,35,CHI,1,35,22.143,2.543,6.943,0.389,1.914,5.571,0.354,0.629,0.771,0.212,0.714,2.657,3.371,3.286,1.343,0.486,1.171,1.571,7.629,2.805
1628964,Mo Bamba,Mo,Bamba,1610612746,Los Angeles Clippers,LAC,28,"LAC, NOP",2,32,12.938,1.625,3.5,0.462,0.469,1.688,0.222,0.594,0.844,0.294,1.0,3.531,4.531,0.562,0.281,0.969,0.625,1.75,4.312,0.9
1631094,Paolo Banchero,Paolo,Banchero,1610612753,Orlando Magic,ORL,46,ORL,1,46,34.37,8.957,19.804,0.447,1.891,5.913,0.305,6.087,8.37,0.705,1.109,6.391,7.5,4.761,0.783,0.609,2.957,2.109,25.891,1.61
1630217,Desmond Bane,Desmond,Bane,1610612763,Memphis Grizzlies,MEM,69,MEM,1,69,31.928,7.145,14.754,0.475,2.377,6.058,0.38,2.565,2.87,0.7,0.899,5.159,6.058,5.348,1.159,0.406,2.449,2.377,19.232,2.183
1630625,Dalano Banton,Dalano,Banton,1610612757,Portland Trail Blazers,POR,67,POR,1,67,16.731,2.955,7.567,0.345,1.075,3.313,0.238,1.358,1.866,0.397,0.448,1.567,2.015,2.388,0.642,0.507,1.284,0.866,8.343,1.86
1631230,Dominick Barlow,Dominick,Barlow,1610612737,Atlanta Hawks,ATL,35,ATL,1,35,10.743,1.714,3.229,0.395,0.2,0.771,0.171,0.6,0.943,0.174,1.0,1.429,2.429,0.543,0.257,0.457,0.143,1.343,4.229,3.8
203084,Harrison Barnes,Harrison,Barnes,1610612759,San Antonio Spurs,SAS,82,SAS,1,82,27.195,4.232,8.329,0.483,1.902,4.39,0.403,1.963,2.427,0.578,1.183,2.598,3.78,1.659,0.476,0.171,0.61,0.915,12.329,2.72
1630567,Scottie Barnes,Scottie,Barnes,1610612761,Toronto Raptors,TOR,65,TOR,1,65,32.862,7.292,16.354,0.445,1.169,4.308,0.271,3.508,4.646,0.693,1.677,6.046,7.723,5.815,1.431,0.969,2.846,1.738,19.262,2.043
1629628,RJ Barrett,RJ,Barrett,1610612761,Toronto Raptors,TOR,58,TOR,1,58,32.207,7.931,16.931,0.471,1.845,5.276,0.362,3.379,5.362,0.543,1.052,5.259,6.31,5.414,0.793,0.293,2.845,2.362,21.086,1.903
1629646,Charles Bassey,Charles,Bassey,1610612759,San Antonio Spurs,SAS,36,SAS,1,36,10.472,1.889,3.25,0.473,0.0,0.0,0.0,0.583,0.917,0.229,1.556,2.667,4.222,0.472,0.389,0.833,0.639,1.389,4.361,0.739
1641734,Emoni Bates,Emoni,Bates,1610612739,Cleveland Cavaliers,CLE,10,CLE,1,10,7.5,1.3,3.8,0.201,1.1,3.0,0.272,0.0,0.0,0.0,0.0,0.7,0.7,0.8,0.1,0.1,0.2,0.4,3.7,4.0
1642419,Jamison Battle,Jamison,Battle,1610612761,Toronto Raptors,TOR,59,TOR,1,59,17.627,2.525,5.881,0.405,1.78,4.39,0.361,0.271,0.305,0.144,0.627,2.051,2.678,0.898,0.288,0.169,0.458,1.559,7.102,1.963
201587,Nicolas Batum,Nicolas,Batum,1610612746,Los Angeles Clippers,LAC,78,LAC,1,78,17.487,1.333,3.051,0.371,1.128,2.603,0.371,0.218,0.269,0.115,0.603,2.192,2.795,1.077,0.667,0.462,0.436,1.423,4.013,2.471
203078,Bradley Beal,Bradley,Beal,1610612756,Phoenix Suns,PHX,53,PHX,1,53,32.038,6.509,13.094,0.481,1.925,4.981,0.365,2.075,2.585,0.532,0.642,2.698,3.34,3.679,1.094,0.528,1.868,2.566,17.019,1.97
1627736,Malik Beasley,Malik,Beasley,1610612765,Detroit Pistons,DET,82,DET,1,82,27.866,5.622,13.061,0.428,3.89,9.341,0.412,1.159,1.707,0.409,0.573,2.037,2.61,1.695,0.89,0.061,1.012,1.524,16.293,1.675
1630699,MarJon Beauchamp,MarJon,Beauchamp,1610612749,Milwaukee Bucks,MIL,26,"LAC, MIL, NYK",3,35,4.571,0.771,1.857,0.325,0.286,0.829,0.229,0.429,0.571,0.2,0.314,0.943,1.257,0.314,0.114,0.029,0.429,0.4,2.257,0.733
1641736,Reece Beekman,Reece,Beekman,1610612751,Brooklyn Nets,BKN,34,"BKN, GSW",2,36,13.139,0.972,2.972,0.251,0.194,1.111,0.113,0.444,0.583,0.181,0.361,0.722,1.083,1.75,0.917,0.056,0.583,1.0,2.583,3.0
1629048,Goga Bitadze,Goga,Bitadze,1610612753,Orlando Magic,ORL,70,ORL,1,70,20.5,2.957,4.843,0.557,0.043,0.4,0.036,1.214,1.9,0.372,2.386,4.229,6.614,1.957,0.7,1.4,1.029,2.143,7.171,1.903
1641710,Anthony Black,Anthony,Black,1610612753,Orlando Magic,ORL,78,ORL,1,78,24.128,3.359,7.949,0.407,0.795,2.5,0.256,1.923,2.526,0.563,0.667,2.282,2.949,3.077,1.103,0.615,1.782,2.128,9.436,1.727
203992,Bogdan Bogdanović,Bogdan,Bogdanović,1610612746,Los Angeles Clippers,LAC,30,"ATL, LAC",2,54,24.926,3.889,9.111,0.436,1.944,5.352,0.399,1.074,1.222,0.424,0.444,2.5,2.944,2.704,0.759,0.204,1.37,2.352,10.796,1.973
1629626,Bol Bol,Bol,Bol,1610612756,Phoenix Suns,PHX,36,PHX,1,36,12.5,2.667,5.083,0.495,0.889,2.583,0.223,0.556,0.722,0.218,0.556,2.333,2.889,0.611,0.25,0.694,0.556,0.556,6.778,1.1
1641737,Adem Bona,Adem,Bona,1610612755,Philadelphia 76ers,PHI,58,PHI,1,58,15.69,2.328,3.31,0.568,0.0,0.017,0.0,1.155,1.724,0.373,1.586,2.638,4.224,0.466,0.448,1.19,1.052,2.155,5.81,0.443
1626164,Devin Booker,Devin,Booker,1610612756,Phoenix Suns,PHX,75,PHX,1,75,37.267,8.72,18.933,0.453,2.44,7.347,0.299,5.76,6.44,0.885,1.013,3.053,4.067,7.053,0.893,0.213,2.933,2.64,25.64,2.405
1630527,Brandon Boston,Brandon,Boston,1610612740,New Orleans Pelicans,NOP,42,NOP,1,42,23.667,3.952,9.071,0.412,1.167,3.333,0.324,1.595,2.024,0.518,0.667,2.524,3.19,2.19,1.262,0.214,1.238,1.738,10.667,1.769
1628449,Chris Boucher,Chris,Boucher,1610612761,Toronto Raptors,TOR,50,TOR,1,50,17.28,3.64,7.4,0.46,1.4,3.86,0.305,1.36,1.74,0.402,1.4,3.08,4.48,0.66,0.48,0.5,0.58,1.36,10.04,1.138
1631103,Malaki Branham,Malaki,Branham,1610612759,San Antonio Spurs,SAS,47,SAS,1,47,9.128,1.851,4.043,0.372,0.723,1.787,0.311,0.574,0.702,0.234,0.149,0.936,1.085,0.809,0.234,0.043,0.723,0.617,5.0,1.118
1631128,Christian Braun,Christian,Braun,1610612743,Denver Nuggets,DEN,79,DEN,1,79,33.873,6.025,10.392,0.581,1.127,2.835,0.343,2.241,2.709,0.662,1.241,3.949,5.19,2.595,1.076,0.468,1.025,2.152,15.418,2.531
1641779,Jalen Bridges,Jalen,Bridges,1610612756,Phoenix Suns,PHX,8,PHX,1,8,3.875,0.25,0.875,0.25,0.25,0.875,0.25,0.375,0.5,0.188,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.125,0.0
1628969,Mikal Bridges,Mikal,Bridges,1610612752,New York Knicks,NYK,82,NYK,1,82,37.073,7.22,14.427,0.489,2.0,5.646,0.325,1.171,1.439,0.421,0.866,2.293,3.159,3.732,0.915,0.524,1.61,1.549,17.61,2.318
1628970,Miles Bridges,Miles,Bridges,1610612766,Charlotte Hornets,CHA,64,CHA,1,64,31.703,7.328,17.016,0.427,2.203,7.031,0.312,3.453,3.969,0.774,1.125,6.391,7.516,3.875,0.688,0.703,2.125,1.453,20.312,1.824
1627763,Malcolm Brogdon,Malcolm,Brogdon,1610612764,Washington Wizards,WAS,24,WAS,1,24,23.542,4.333,10.0,0.409,0.667,2.333,0.244,3.375,3.833,0.757,0.875,2.917,3.792,4.083,0.542,0.208,1.583,1.25,12.708,2.579
1628415,Dillon Brooks,Dillon,Brooks,1610612745,Houston Rockets,HOU,75,HOU,1,75,31.84,5.12,11.933,0.423,2.48,6.253,0.388,1.32,1.613,0.451,1.0,2.667,3.667,1.707,0.8,0.213,1.013,3.227,14.04,1.684
1631232,Keion Brooks Jr.,Keion,Brooks Jr.,1610612740,New Orleans Pelicans,NOP,14,NOP,1,14,23.643,3.786,7.786,0.472,1.0,3.071,0.276,1.571,2.143,0.468,0.857,3.286,4.143,0.929,0.714,0.714,0.857,2.143,10.143,1.083
1628971,Bruce Brown,Bruce,Brown,1610612740,New Orleans Pelicans,NOP,23,"NOP, TOR",2,41,22.439,3.171,7.537,0.357,0.659,1.976,0.233,1.293,1.585,0.557,0.976,3.024,4.0,2.049,0.829,0.244,0.951,1.732,8.293,2.154
1627759,Jaylen Brown,Jaylen,Brown,1610612738,Boston Celtics,BOS,63,BOS,1,63,34.286,8.222,17.746,0.466,1.841,5.683,0.318,3.905,5.111,0.692,1.302,4.54,5.841,4.54,1.159,0.302,2.571,2.444,22.19,1.765
1641738,Kobe Brown,Kobe,Brown,1610612746,Los Angeles Clippers,LAC,40,LAC,1,40,6.775,0.825,1.8,0.331,0.15,0.65,0.133,0.125,0.175,0.1,0.475,1.15,1.625,0.6,0.175,0.1,0.3,0.575,1.925,2.0
1629650,Moses Brown,Moses,Brown,1610612754,Indiana Pacers,IND,9,"DAL, IND",2,13,9.231,2.615,3.769,0.413,0.0,0.0,0.0,0.615,0.846,0.251,0.923,2.462,3.385,0.154,0.462,0.308,0.846,1.308,5.846,0.182
1628973,Jalen Brunson,Jalen,Brunson,1610612752,New York Knicks,NYK,65,NYK,1,65,35.4,9.0,18.462,0.484,2.338,6.108,0.352,5.662,6.892,0.779,0.415,2.462,2.877,7.308,0.923,0.123,2.523,2.123,26.0,2.896
1628418,Thomas Bryant,Thomas,Bryant,1610612754,Indiana Pacers,IND,56,"IND, MIA",2,66,14.591,2.47,4.864,0.462,0.727,2.242,0.297,0.833,0.97,0.438,1.258,2.545,3.803,0.803,0.424,0.621,0.455,1.152,6.5,1.767
1641723,Kobe Bufkin,Kobe,Bufkin,1610612737,Atlanta Hawks,ATL,10,ATL,1,10,12.3,1.8,4.7,0.416,0.4,1.9,0.145,1.3,1.8,0.45,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,2.125
202692,Alec Burks,Alec,Burks,1610612748,Miami Heat,MIA,49,MIA,1,49,17.653,2.347,5.531,0.385,1.796,4.224,0.356,0.776,1.0,0.307,0.306,2.224,2.531,1.122,0.571,0.143,0.592,0.755,7.265,1.897
1630215,Jared Butler,Jared,Butler,1610612764,Washington Wizards,WAS,32,"PHI, WAS",2,60,17.417,3.383,7.55,0.434,1.0,2.817,0.258,1.25,1.517,0.494,0.417,1.417,1.833,3.667,0.7,0.217,1.333,1.617,9.017,2.75
202710,Jimmy Butler III,Jimmy,Butler III,1610612744,Golden State Warriors,GSW,30,"GSW, MIA",2,55,31.764,5.473,10.855,0.5,0.582,1.891,0.289,6.0,7.127,0.793,2.273,3.109,5.382,5.418,1.4,0.327,1.345,0.945,17.527,4.027
1641824,Matas Buzelis,Matas,Buzelis,1610612741,Chicago Bulls,CHI,80,CHI,1,80,18.925,3.15,6.938,0.412,1.2,3.325,0.324,1.1,1.35,0.44,0.688,2.788,3.475,0.988,0.362,0.938,0.925,1.6,8.6,1.068
1631288,Jamal Cain,Jamal,Cain,1610612740,New Orleans Pelicans,NOP,37,NOP,1,37,13.568,1.838,4.27,0.323,0.703,2.162,0.246,0.919,1.351,0.286,0.73,1.568,2.297,0.595,0.622,0.243,0.595,1.243,5.297,1.0
203484,Kentavious Caldwell-Pope,Kentavious,Caldwell-Pope,1610612753,Orlando Magic,ORL,77,ORL,1,77,29.584,3.104,7.065,0.415,1.468,4.286,0.312,1.065,1.234,0.473,0.429,1.766,2.195,1.766,1.286,0.442,0.805,1.766,8.74,2.194
1641739,Toumani Camara,Toumani,Camara,1610612757,Portland Trail Blazers,POR,78,POR,1,78,32.692,4.205,9.179,0.454,1.731,4.615,0.348,1.167,1.615,0.386,2.218,3.551,5.769,2.244,1.487,0.641,1.397,2.949,11.308,1.606
203991,Clint Capela,Clint,Capela,1610612737,Atlanta Hawks,ATL,55,ATL,1,55,21.491,3.964,7.091,0.566,0.0,0.018,0.0,0.945,1.764,0.348,3.164,5.364,8.527,1.127,0.618,0.964,0.855,1.927,8.873,1.319
1642382,Branden Carlson,Branden,Carlson,1610612760,Oklahoma City Thunder,OKC,32,OKC,1,32,7.719,1.344,3.031,0.413,0.688,2.062,0.315,0.438,0.562,0.182,0.531,1.156,1.688,0.438,0.156,0.656,0.219,0.688,3.812,2.0
1642267,Bub Carrington,Bub,Carrington,1610612764,Washington Wizards,WAS,82,WAS,1,82,29.951,3.659,9.122,0.393,1.683,4.963,0.317,0.841,1.037,0.365,0.402,3.756,4.159,4.439,0.659,0.256,1.72,2.317,9.841,2.582
1642269,Devin Carter,Devin,Carter,1610612758,Sacramento Kings,SAC,36,SAC,1,36,11.028,1.306,3.528,0.263,0.5,1.694,0.212,0.722,1.222,0.301,0.528,1.583,2.111,1.139,0.583,0.111,0.5,1.083,3.833,2.278
1628975,Jevon Carter,Jevon,Carter,1610612741,Chicago Bulls,CHI,36,CHI,1,36,8.917,1.528,4.056,0.339,0.972,2.917,0.225,0.222,0.278,0.111,0.111,0.972,1.083,1.111,0.361,0.083,0.306,0.417,4.25,3.636
1628976,Wendell Carter Jr.,Wendell,Carter Jr.,1610612753,Orlando Magic,ORL,68,ORL,1,68,25.882,3.324,7.221,0.463,0.544,2.324,0.233,1.897,2.574,0.54,2.221,5.015,7.235,1.971,0.765,0.603,1.132,2.926,9.088,1.74
1630618,D.J. Carton,D.J.,Carton,1610612761,Toronto Raptors,TOR,4,TOR,1,4,8.25,0.25,1.75,0.125,0.0,0.75,0.0,0.25,0.25,0.25,0.0,1.0,1.0,0.75,0.5,0.0,1.0,0.25,0.75,0.75
1627936,Alex Caruso,Alex,Caruso,1610612760,Oklahoma City Thunder,OKC,54,OKC,1,54,19.259,2.593,5.815,0.409,1.111,3.148,0.336,0.778,0.944,0.315,0.704,2.241,2.944,2.537,1.611,0.556,0.685,1.889,7.074,3.703
1642264,Stephon Castle,Stephon,Castle,1610612759,San Antonio Spurs,SAS,81,SAS,1,81,26.691,5.222,12.198,0.411,1.173,4.111,0.268,3.074,4.247,0.621,1.099,2.568,3.667,4.099,0.914,0.272,2.185,2.025,14.691,1.876
1630658,Colin Castleton,Colin,Castleton,1610612761,Toronto Raptors,TOR,11,"MEM, PHI, TOR",3,26,16.538,1.769,3.769,0.327,0.077,0.615,0.051,1.115,1.462,0.393,2.038,2.654,4.692,1.077,0.308,0.385,0.885,1.962,4.731,1.217
1630577,Julian Champagnie,Julian,Champagnie,1610612759,San Antonio Spurs,SAS,82,SAS,1,82,23.573,3.366,8.11,0.399,2.171,5.854,0.348,1.037,1.146,0.398,0.817,3.061,3.878,1.354,0.744,0.427,0.902,1.39,9.939,1.5
1630551,Justin Champagnie,Justin,Champagnie,1610612764,Washington Wizards,WAS,62,WAS,1,62,21.597,3.387,6.629,0.417,1.194,3.113,0.305,0.806,1.177,0.324,1.806,3.855,5.661,0.968,1.048,0.629,0.871,1.774,8.774,1.111
1642279,Ulrich Chomche,Ulrich,Chomche,1610612761,Toronto Raptors,TOR,7,TOR,1,7,4.714,0.286,0.714,0.286,0.0,0.0,0.0,0.143,0.286,0.071,0.571,0.571,1.143,0.286,0.0,0.143,0.286,0.714,0.714,1.0
1642353,Cam Christie,Cam,Christie,1610612746,Los Angeles Clippers,LAC,13,LAC,1,13,4.462,0.538,1.846,0.191,0.154,1.0,0.058,0.154,0.308,0.077,0.231,0.692,0.923,0.462,0.385,0.077,0.154,0.308,1.385,3.0
1631108,Max Christie,Max,Christie,1610612747,Los Angeles Lakers,LAL,46,"DAL, LAL",2,78,27.244,3.231,7.564,0.449,1.474,4.026,0.369,1.667,1.949,0.55,0.487,2.821,3.308,1.872,0.821,0.397,1.128,1.474,9.603,1.659
1630528,Josh Christopher,Josh,Christopher,1610612748,Miami Heat,MIA,14,MIA,1,14,5.0,0.786,2.214,0.192,0.143,0.786,0.086,0.286,0.429,0.143,0.0,0.643,0.643,0.571,0.357,0.214,0.429,0.143,2.0,1.333
1631321,Sidy Cissoko,Sidy,Cissoko,1610612759,San Antonio Spurs,SAS,17,"POR, SAS",2,22,5.182,0.591,1.364,0.218,0.136,0.591,0.091,0.136,0.409,0.091,0.364,0.591,0.955,0.682,0.091,0.045,0.5,0.455,1.455,1.364
1641740,Jaylen Clark,Jaylen,Clark,1610612750,Minnesota Timberwolves,MIN,40,MIN,1,40,13.075,1.4,3.0,0.365,0.55,1.275,0.265,0.725,0.925,0.201,0.65,0.675,1.325,0.65,0.9,0.05,0.2,1.525,4.075,3.25
1629634,Brandon Clarke,Brandon,Clarke,1610612763,Memphis Grizzlies,MEM,64,MEM,1,64,18.891,3.688,5.938,0.589,0.016,0.266,0.004,0.953,1.359,0.338,1.984,3.109,5.094,1.031,0.812,0.562,0.641,2.266,8.344,1.61
203903,Jordan Clarkson,Jordan,Clarkson,1610612762,Utah Jazz,UTA,37,UTA,1,37,26.081,5.432,13.324,0.399,2.27,6.27,0.333,3.081,3.865,0.696,0.676,2.514,3.189,3.73,0.838,0.243,2.324,1.405,16.216,1.605
1629651,Nic Claxton,Nic,Claxton,1610612751,Brooklyn Nets,BKN,70,BKN,1,70,26.929,4.571,8.114,0.567,0.071,0.3,0.057,1.129,2.2,0.321,2.243,5.114,7.357,2.243,0.886,1.429,1.243,2.143,10.343,1.805
1642270,Donovan Clingan,Donovan,Clingan,1610612757,Portland Trail Blazers,POR,67,POR,1,67,19.791,2.687,4.985,0.526,0.209,0.731,0.153,0.925,1.552,0.317,3.239,4.627,7.866,1.149,0.507,1.642,1.075,2.821,6.507,1.069
1641730,Noah Clowney,Noah,Clowney,1610612751,Brooklyn Nets,BKN,46,BKN,1,46,22.717,2.891,8.087,0.349,1.891,5.674,0.29,1.457,1.739,0.488,0.935,3.0,3.935,0.87,0.522,0.457,1.0,2.283,9.13,0.87
1629599,Amir Coffey,Amir,Coffey,1610612746,Los Angeles Clippers,LAC,72,LAC,1,72,24.278,3.333,7.083,0.438,1.403,3.431,0.357,1.597,1.792,0.561,0.444,1.792,2.236,1.069,0.556,0.097,0.625,1.667,9.667,1.711
1642268,Isaiah Collier,Isaiah,Collier,1610612762,Utah Jazz,UTA,71,UTA,1,71,25.887,3.296,7.817,0.399,0.592,2.38,0.179,1.479,2.169,0.41,0.451,2.859,3.31,6.282,0.93,0.225,2.93,2.099,8.662,2.144
1628381,John Collins,John,Collins,1610612762,Utah Jazz,UTA,40,UTA,1,40,30.5,7.0,13.275,0.538,1.475,3.7,0.381,3.475,4.1,0.894,2.225,5.95,8.175,2.0,0.975,1.0,2.575,2.9,18.95,0.777
1628380,Zach Collins,Zach,Collins,1610612759,San Antonio Spurs,SAS,36,"CHI, SAS",2,64,15.328,2.391,4.719,0.47,0.5,1.656,0.248,1.078,1.219,0.327,1.594,2.906,4.5,1.734,0.453,0.453,0.938,2.062,6.359,1.85
201144,Mike Conley,Mike,Conley,1610612750,Minnesota Timberwolves,MIN,71,MIN,1,71,24.732,2.634,6.592,0.39,1.789,4.366,0.409,1.141,1.268,0.407,0.451,2.113,2.563,4.493,1.113,0.197,1.056,1.563,8.197,4.253
1626192,Pat Connaughton,Pat,Connaughton,1610612749,Milwaukee Bucks,MIL,41,MIL,1,41,14.78,2.024,4.317,0.434,0.634,1.976,0.273,0.585,0.756,0.217,0.463,2.195,2.659,1.707,0.22,0.268,0.585,1.098,5.268,2.917
1641731,Bilal Coulibaly,Bilal,Coulibaly,1610612764,Washington Wizards,WAS,59,WAS,1,59,33.017,4.458,10.576,0.411,1.068,3.797,0.252,2.339,3.136,0.664,1.542,3.441,4.983,3.373,1.322,0.695,2.119,2.356,12.322,1.592
1641741,Ricky Council IV,Ricky,Council IV,1610612755,Philadelphia 76ers,PHI,73,PHI,1,73,17.192,2.425,6.342,0.347,0.753,2.918,0.223,1.685,2.096,0.466,0.699,2.233,2.932,1.329,0.438,0.178,0.712,0.918,7.288,1.865
1628470,Torrey Craig,Torrey,Craig,1610612738,Boston Celtics,BOS,17,"BOS, CHI",2,26,12.0,1.462,3.462,0.312,0.923,2.538,0.272,0.308,0.462,0.154,1.038,1.769,2.808,0.654,0.308,0.462,0.308,1.308,4.154,2.125
1642384,Isaiah Crawford,Isaiah,Crawford,1610612758,Sacramento Kings,SAC,15,SAC,1,15,3.067,0.333,0.733,0.2,0.067,0.333,0.067,0.133,0.267,0.067,0.067,0.467,0.533,0.067,0.067,0.133,0.067,0.133,0.867,1.0
203109,Jae Crowder,Jae,Crowder,1610612758,Sacramento Kings,SAC,9,SAC,1,9,11.556,0.778,2.444,0.185,0.444,1.667,0.194,0.556,0.667,0.093,0.667,1.556,2.222,0.667,0.333,0.0,0.444,1.111,2.556,1.5
1630595,Cade Cunningham,Cade,Cunningham,1610612765,Detroit Pistons,DET,70,DET,1,70,35.029,9.771,20.814,0.474,2.129,5.971,0.35,4.471,5.286,0.777,0.8,5.271,6.071,9.114,1.014,0.757,4.414,2.786,26.143,2.065
203552,Seth Curry,Seth,Curry,1610612766,Charlotte Hornets,CHA,68,CHA,1,68,15.574,2.412,5.044,0.382,1.221,2.676,0.342,0.485,0.574,0.257,0.353,1.309,1.662,0.882,0.397,0.103,0.471,0.868,6.529,1.875
201939,Stephen Curry,Stephen,Curry,1610612744,Golden State Warriors,GSW,70,GSW,1,70,32.129,8.057,17.971,0.445,4.443,11.2,0.392,3.986,4.271,0.842,0.571,3.857,4.429,6.014,1.143,0.429,2.857,1.357,24.543,2.105
1642359,Pacome Dadiet,Pacome,Dadiet,1610612752,New York Knicks,NYK,18,NYK,1,18,6.222,0.556,1.722,0.196,0.333,1.056,0.13,0.222,0.333,0.093,0.167,0.833,1.0,0.278,0.167,0.111,0.222,0.389,1.667,1.25
1630700,Dyson Daniels,Dyson,Daniels,1610612737,Atlanta Hawks,ATL,76,ATL,1,76,33.855,5.987,12.145,0.497,1.053,3.092,0.345,1.092,1.842,0.35,1.632,4.276,5.908,4.382,3.013,0.724,2.039,2.303,14.118,2.148
203076,Anthony Davis,Anthony,Davis,1610612747,Los Angeles Lakers,LAL,42,"DAL, LAL",2,51,33.412,9.216,17.843,0.509,0.686,2.431,0.233,5.608,7.235,0.707,2.627,8.941,11.569,3.549,1.157,2.157,2.216,1.922,24.725,1.602
1631098,Johnny Davis,Johnny,Davis,1610612764,Washington Wizards,WAS,34,WAS,1,34,7.059,0.941,2.294,0.342,0.206,0.853,0.129,0.265,0.441,0.125,0.294,0.824,1.118,0.324,0.441,0.176,0.206,0.529,2.353,1.571
1631120,JD Davison,JD,Davison,1610612738,Boston Celtics,BOS,16,BOS,1,16,5.875,0.75,2.125,0.335,0.25,1.125,0.177,0.312,0.438,0.125,0.125,0.688,0.812,0.812,0.312,0.062,0.812,0.125,2.062,1.0
201942,DeMar DeRozan,DeMar,DeRozan,1610612758,Sacramento Kings,SAC,77,SAC,1,77,35.935,8.104,16.987,0.479,1.091,3.325,0.3,4.909,5.727,0.834,0.649,3.221,3.87,4.442,0.805,0.416,1.364,1.948,22.208,3.257
1642484,RayJ Dennis,RayJ,Dennis,1610612754,Indiana Pacers,IND,11,IND,1,11,6.455,1.0,3.0,0.182,0.545,1.909,0.158,0.182,0.182,0.091,0.182,0.909,1.091,1.273,0.636,0.182,0.455,0.636,2.727,2.8
1628978,Donte DiVincenzo,Donte,DiVincenzo,1610612750,Minnesota Timberwolves,MIN,62,MIN,1,62,25.887,4.032,9.565,0.414,2.806,7.065,0.388,0.79,1.016,0.333,0.516,3.161,3.677,3.629,1.177,0.274,1.597,1.839,11.661,2.273
1631217,Moussa Diabaté,Moussa,Diabaté,1610612766,Charlotte Hornets,CHA,71,CHA,1,71,17.493,2.352,3.944,0.536,0.0,0.085,0.0,0.972,1.634,0.297,2.634,3.535,6.169,0.789,0.648,0.563,0.859,1.535,5.676,0.918
1641711,Gradey Dick,Gradey,Dick,1610612761,Toronto Raptors,TOR,54,TOR,1,54,29.463,4.907,11.981,0.4,2.111,6.037,0.347,2.463,2.87,0.674,0.815,2.759,3.574,1.815,0.889,0.185,1.537,2.222,14.389,1.181
1631172,Ousmane Dieng,Ousmane,Dieng,1610612760,Oklahoma City Thunder,OKC,37,OKC,1,37,10.973,1.459,3.378,0.346,0.622,1.919,0.213,0.297,0.432,0.153,0.486,1.703,2.189,0.838,0.459,0.189,0.486,0.892,3.838,1.722
1642265,Rob Dillingham,Rob,Dillingham,1610612750,Minnesota Timberwolves,MIN,49,MIN,1,49,10.633,1.898,4.306,0.33,0.51,1.51,0.192,0.163,0.306,0.071,0.245,0.776,1.02,2.0,0.408,0.02,1.082,0.755,4.469,1.849
203915,Spencer Dinwiddie,Spencer,Dinwiddie,1610612742,Dallas Mavericks,DAL,79,DAL,1,79,27.0,3.595,8.633,0.409,1.38,4.127,0.346,2.468,3.076,0.574,0.228,2.418,2.646,4.418,0.886,0.215,1.291,1.532,11.038,3.422
