game_id,team_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts
22400519,1610612750,2025-01-09,MIN @ ORL,W,240,34,85,0.4,12,34,0.353,24,31,0.774,14,36,50,21,9,4,8,19,104
22400505,1610612750,2025-01-07,MIN @ NOP,W,240,38,89,0.427,15,44,0.341,13,19,0.684,11,42,53,26,9,8,16,17,104
22400500,1610612750,2025-01-06,MIN vs. LAC,W,240,41,92,0.446,16,39,0.41,10,17,0.588,17,38,55,24,6,5,14,20,108
22400479,1610612750,2025-01-04,MIN @ DET,L,240,34,80,0.425,16,40,0.4,21,26,0.808,7,26,33,20,7,4,17,21,105
22400464,1610612750,2025-01-02,MIN vs. BOS,L,240,37,74,0.5,21,39,0.538,20,22,0.909,11,30,41,24,1,2,15,11,115
22400452,1610612750,2024-12-31,MIN @ OKC,L,240,39,79,0.494,15,38,0.395,12,12,1.0,10,33,43,21,3,7,23,18,105
22400441,1610612750,2024-12-29,MIN vs. SAS,W,240,43,100,0.43,11,44,0.25,15,19,0.789,18,38,56,23,4,5,10,23,112
22400422,1610612750,2024-12-27,MIN @ HOU,W,240,42,83,0.506,21,43,0.488,8,16,0.5,10,30,40,25,8,6,14,22,113
22400406,1610612750,2024-12-25,MIN @ DAL,W,240,40,86,0.465,14,32,0.438,11,13,0.846,8,38,46,23,8,5,10,14,105
22400395,1610612750,2024-12-23,MIN @ ATL,L,240,39,91,0.429,14,43,0.326,12,13,0.923,16,27,43,31,12,3,21,17,104
22400383,1610612750,2024-12-21,MIN vs. GSW,L,240,36,86,0.419,14,38,0.368,17,25,0.68,11,34,45,27,5,2,15,18,103
22400367,1610612750,2024-12-19,MIN vs. NYK,L,240,41,89,0.461,17,42,0.405,8,13,0.615,6,31,37,29,10,5,13,15,107
22401218,1610612750,2024-12-15,MIN @ SAS,W,240,40,100,0.4,12,35,0.343,14,16,0.875,14,37,51,26,11,4,12,13,106
22401210,1610612750,2024-12-13,MIN vs. LAL,W,240,35,87,0.402,9,32,0.281,18,24,0.75,11,37,48,18,12,5,13,14,97
22400355,1610612750,2024-12-08,MIN @ GSW,L,240,36,79,0.456,19,42,0.452,15,20,0.75,7,32,39,22,6,8,14,18,106
22400338,1610612750,2024-12-06,MIN @ GSW,W,240,40,88,0.455,14,42,0.333,13,14,0.929,9,39,48,32,12,6,17,14,107
22400324,1610612750,2024-12-04,MIN @ LAC,W,240,41,85,0.482,16,44,0.364,10,18,0.556,7,43,50,31,15,5,14,16,108
22400318,1610612750,2024-12-02,MIN vs. LAL,W,240,41,81,0.506,15,35,0.429,12,15,0.8,7,36,43,31,11,2,15,17,109
22400044,1610612750,2024-11-29,MIN vs. LAC,W,240,31,75,0.413,15,39,0.385,16,20,0.8,11,38,49,25,8,5,21,14,93
22400294,1610612750,2024-11-27,MIN vs. SAC,L,240,33,74,0.446,14,39,0.359,24,27,0.889,4,29,33,25,11,9,15,19,104
22400037,1610612750,2024-11-26,MIN vs. HOU,L,265,42,98,0.429,9,38,0.237,18,20,0.9,14,38,52,21,6,4,17,18,111
22400271,1610612750,2024-11-24,MIN @ BOS,L,240,37,88,0.42,15,41,0.366,16,21,0.762,11,38,49,19,2,1,8,18,105
22400261,1610612750,2024-11-21,MIN @ TOR,L,240,33,80,0.413,12,35,0.343,27,33,0.818,10,30,40,16,12,5,17,24,105
22400234,1610612750,2024-11-17,MIN vs. PHX,W,240,42,80,0.525,17,39,0.436,19,26,0.731,9,23,32,27,8,6,14,13,120
22400020,1610612750,2024-11-15,MIN @ SAC,W,265,48,101,0.475,20,49,0.408,14,16,0.875,10,31,41,26,9,4,11,19,130
22400226,1610612750,2024-11-13,MIN @ POR,L,240,37,94,0.394,7,39,0.179,17,22,0.773,13,28,41,16,12,3,13,19,98
22400008,1610612750,2024-11-12,MIN @ POR,L,240,37,73,0.507,13,35,0.371,21,23,0.913,4,28,32,22,13,4,21,22,108
22400206,1610612750,2024-11-10,MIN vs. MIA,L,240,35,88,0.398,13,45,0.289,11,13,0.846,16,31,47,22,13,5,19,20,94
22400193,1610612750,2024-11-08,MIN vs. POR,W,240,47,97,0.485,22,50,0.44,11,14,0.786,10,39,49,32,9,7,17,21,127
22400181,1610612750,2024-11-07,MIN @ CHI,W,240,51,93,0.548,16,38,0.421,17,17,1.0,10,30,40,29,7,4,13,17,135
22400162,1610612750,2024-11-04,MIN vs. CHA,W,240,39,79,0.494,18,38,0.474,18,26,0.692,9,36,45,23,7,8,15,19,114
22400146,1610612750,2024-11-02,MIN @ SAS,L,240,39,82,0.476,11,37,0.297,14,20,0.7,6,26,32,21,7,2,12,16,103
22400139,1610612750,2024-11-01,MIN vs. DEN,W,240,43,83,0.518,18,42,0.429,15,18,0.833,8,30,38,34,8,9,16,22,119
22400114,1610612750,2024-10-29,MIN vs. DAL,L,240,39,77,0.506,19,39,0.487,17,26,0.654,11,31,42,33,5,2,20,20,114
22400093,1610612750,2024-10-26,MIN vs. TOR,W,240,39,83,0.47,14,37,0.378,20,26,0.769,9,32,41,29,9,8,13,16,112
22400076,1610612750,2024-10-24,MIN @ SAC,W,240,41,86,0.477,20,50,0.4,15,17,0.882,6,36,42,24,3,2,16,24,117
22400062,1610612750,2024-10-22,MIN @ LAL,L,240,35,85,0.412,13,41,0.317,20,27,0.741,12,35,47,17,4,1,15,22,103
22401188,1610612751,2025-04-13,BKN vs. NYK,L,240,38,74,0.514,12,35,0.343,17,25,0.68,6,36,42,21,4,2,18,24,105
22401179,1610612751,2025-04-11,BKN @ MIN,L,240,33,90,0.367,12,41,0.293,13,17,0.765,15,26,41,24,7,1,9,24,91
22401169,1610612751,2025-04-10,BKN vs. ATL,L,240,36,90,0.4,22,52,0.423,15,22,0.682,10,31,41,31,8,2,17,26,109
22401150,1610612751,2025-04-08,BKN vs. NOP,W,240,41,83,0.494,17,40,0.425,20,24,0.833,7,33,40,30,11,4,16,22,119
22401134,1610612751,2025-04-06,BKN vs. TOR,L,240,39,82,0.476,10,35,0.286,21,27,0.778,8,38,46,25,8,7,23,18,109
22401113,1610612751,2025-04-03,BKN vs. MIN,L,240,38,89,0.427,11,36,0.306,3,4,0.75,8,26,34,30,11,0,10,17,90
22401095,1610612751,2025-03-31,BKN @ DAL,W,240,39,90,0.433,20,51,0.392,15,20,0.75,7,33,40,32,6,3,8,23,113
22401075,1610612751,2025-03-29,BKN @ WAS,W,240,39,88,0.443,18,46,0.391,19,20,0.95,12,37,49,25,2,4,12,23,115
22401068,1610612751,2025-03-28,BKN vs. LAC,L,240,33,89,0.371,14,47,0.298,20,26,0.769,10,33,43,27,10,3,14,21,100
22401054,1610612751,2025-03-26,BKN vs. TOR,L,240,31,87,0.356,8,41,0.195,16,19,0.842,10,33,43,16,6,9,19,21,86
22401040,1610612751,2025-03-24,BKN vs. DAL,L,240,40,78,0.513,11,33,0.333,10,14,0.714,9,28,37,30,7,2,18,15,101
22401024,1610612751,2025-03-22,BKN @ IND,L,240,39,90,0.433,15,43,0.349,10,17,0.588,11,37,48,20,6,1,14,20,103
22401011,1610612751,2025-03-20,BKN @ IND,L,265,36,101,0.356,14,50,0.28,13,18,0.722,14,33,47,20,11,4,16,24,99
22400994,1610612751,2025-03-18,BKN @ BOS,L,240,36,88,0.409,13,45,0.289,11,17,0.647,8,31,39,21,9,2,8,19,96
22400978,1610612751,2025-03-16,BKN vs. ATL,W,240,43,90,0.478,17,35,0.486,19,23,0.826,12,28,40,33,7,5,15,18,122
22400968,1610612751,2025-03-15,BKN vs. BOS,L,240,42,90,0.467,20,46,0.435,9,13,0.692,18,27,45,34,4,3,9,21,113
22400956,1610612751,2025-03-13,BKN @ CHI,L,240,43,96,0.448,11,34,0.324,13,18,0.722,15,35,50,32,6,7,9,26,110
22400940,1610612751,2025-03-11,BKN @ CLE,L,240,39,84,0.464,16,44,0.364,10,14,0.714,8,30,38,31,9,3,12,21,104
22400930,1610612751,2025-03-10,BKN vs. LAL,W,240,37,90,0.411,18,45,0.4,19,30,0.633,16,31,47,22,10,6,7,16,111
22400912,1610612751,2025-03-08,BKN @ CHA,L,240,38,82,0.463,14,50,0.28,12,15,0.8,8,29,37,20,6,10,11,19,102
22400901,1610612751,2025-03-06,BKN vs. GSW,L,240,44,87,0.506,15,33,0.455,16,18,0.889,8,24,32,30,7,5,11,24,119
22400888,1610612751,2025-03-04,BKN @ SAS,L,240,39,86,0.453,17,50,0.34,18,21,0.857,11,29,40,29,8,2,13,16,113
22400861,1610612751,2025-03-01,BKN @ DET,L,240,29,95,0.305,6,39,0.154,30,35,0.857,14,24,38,19,12,8,12,24,94
22400853,1610612751,2025-02-28,BKN vs. POR,L,240,36,87,0.414,7,29,0.241,23,27,0.852,21,24,45,20,13,2,21,23,102
22400840,1610612751,2025-02-26,BKN vs. OKC,L,240,38,93,0.409,23,61,0.377,22,25,0.88,18,28,46,31,7,5,14,25,121
22400824,1610612751,2025-02-24,BKN @ WAS,L,240,33,84,0.393,14,36,0.389,19,24,0.792,16,23,39,25,16,4,15,28,99
22400807,1610612751,2025-02-22,BKN @ PHI,W,240,41,81,0.506,7,28,0.25,16,19,0.842,9,30,39,27,10,8,16,19,105
22400791,1610612751,2025-02-20,BKN vs. CLE,L,240,38,95,0.4,10,38,0.263,11,19,0.579,14,31,45,25,7,10,15,23,97
22400772,1610612751,2025-02-12,BKN vs. PHI,W,240,40,85,0.471,8,30,0.267,12,15,0.8,16,34,50,23,13,7,16,18,100
22400758,1610612751,2025-02-10,BKN vs. CHA,W,240,37,93,0.398,10,42,0.238,13,14,0.929,19,28,47,24,10,6,16,24,97
22400737,1610612751,2025-02-07,BKN vs. MIA,W,240,39,93,0.419,10,37,0.27,14,18,0.778,18,39,57,17,8,13,14,15,102
22400720,1610612751,2025-02-05,BKN vs. WAS,L,240,36,83,0.434,13,38,0.342,17,23,0.739,12,25,37,26,7,3,10,20,102
22400711,1610612751,2025-02-04,BKN vs. HOU,W,240,38,82,0.463,10,27,0.37,13,17,0.765,10,29,39,26,10,9,13,25,99
22400689,1610612751,2025-02-01,BKN @ HOU,W,240,43,87,0.494,10,27,0.37,14,21,0.667,13,33,46,24,5,8,10,16,110
22400663,1610612751,2025-01-29,BKN @ CHA,W,240,39,80,0.488,10,32,0.313,16,20,0.8,7,33,40,27,11,8,8,18,104
22400651,1610612751,2025-01-27,BKN vs. SAC,L,240,30,82,0.366,10,36,0.278,26,30,0.867,16,23,39,19,9,3,14,20,96
22400636,1610612751,2025-01-25,BKN vs. MIA,L,240,30,80,0.375,14,40,0.35,23,26,0.885,8,27,35,23,11,5,14,21,97
22400613,1610612751,2025-01-22,BKN vs. PHX,L,240,34,91,0.374,7,36,0.194,9,14,0.643,20,32,52,16,8,1,16,11,84
22400606,1610612751,2025-01-21,BKN vs. NYK,L,240,32,86,0.372,12,40,0.3,19,25,0.76,14,33,47,21,4,9,16,18,95
22400595,1610612751,2025-01-19,BKN @ OKC,L,240,37,87,0.425,12,43,0.279,15,19,0.789,12,29,41,25,5,3,13,13,101
22400585,1610612751,2025-01-17,BKN @ LAL,L,240,37,82,0.451,17,38,0.447,10,13,0.769,12,33,45,28,5,6,17,14,101
22400571,1610612751,2025-01-15,BKN @ LAC,L,240,25,83,0.301,5,28,0.179,12,22,0.545,15,24,39,15,9,2,20,16,67
22400560,1610612751,2025-01-14,BKN @ POR,W,240,49,90,0.544,19,41,0.463,15,18,0.833,10,34,44,36,11,2,11,21,132
22400546,1610612751,2025-01-12,BKN @ UTA,L,265,39,92,0.424,10,40,0.25,23,35,0.657,15,39,54,26,5,5,8,17,111
22400531,1610612751,2025-01-10,BKN @ DEN,L,240,38,90,0.422,14,45,0.311,15,19,0.789,10,29,39,26,9,5,17,24,105
22400513,1610612751,2025-01-08,BKN vs. DET,L,240,33,86,0.384,13,39,0.333,19,21,0.905,9,29,38,24,10,4,15,15,98
22400495,1610612751,2025-01-06,BKN vs. IND,L,240,41,98,0.418,10,33,0.303,7,11,0.636,20,31,51,23,8,3,14,19,99
22400478,1610612751,2025-01-04,BKN vs. PHI,L,240,34,82,0.415,14,41,0.341,12,19,0.632,6,33,39,22,6,4,22,21,94
22400465,1610612751,2025-01-02,BKN @ MIL,W,240,38,88,0.432,12,39,0.308,25,28,0.893,14,37,51,26,8,3,14,21,113
22400459,1610612751,2025-01-01,BKN @ TOR,L,240,42,87,0.483,11,37,0.297,18,20,0.9,4,28,32,28,8,2,11,17,113
22400436,1610612751,2024-12-29,BKN @ ORL,L,240,32,73,0.438,13,30,0.433,24,28,0.857,9,29,38,22,7,3,14,19,101
22400421,1610612751,2024-12-27,BKN vs. SAS,L,240,35,90,0.389,12,41,0.293,5,8,0.625,12,33,45,22,8,4,16,22,87
22400415,1610612751,2024-12-26,BKN @ MIL,W,240,39,82,0.476,16,38,0.421,17,22,0.773,9,29,38,25,8,1,21,11,111
22400396,1610612751,2024-12-23,BKN @ MIA,L,240,33,84,0.393,13,34,0.382,16,20,0.8,11,31,42,23,9,2,14,18,95
22400379,1610612751,2024-12-21,BKN vs. UTA,L,240,38,94,0.404,7,40,0.175,11,12,0.917,16,34,50,24,9,3,17,17,94
22400364,1610612751,2024-12-19,BKN @ TOR,W,240,33,82,0.402,9,39,0.231,26,31,0.839,15,38,53,18,3,6,15,21,101
22401224,1610612751,2024-12-16,BKN vs. CLE,L,240,34,81,0.42,14,34,0.412,19,24,0.792,9,26,35,25,11,2,20,28,101
22401211,1610612751,2024-12-13,BKN @ MEM,L,240,42,92,0.457,20,53,0.377,15,19,0.789,8,33,41,30,9,7,16,20,119
22400348,1610612751,2024-12-08,BKN vs. MIL,L,240,41,81,0.506,16,35,0.457,15,16,0.938,7,23,30,24,9,3,9,25,113
22400320,1610612751,2024-12-04,BKN vs. IND,W,240,35,81,0.432,12,36,0.333,17,23,0.739,7,36,43,24,12,6,12,18,99
22400317,1610612751,2024-12-02,BKN @ CHI,L,240,38,95,0.4,14,42,0.333,12,15,0.8,10,31,41,24,9,5,10,19,102
22400305,1610612751,2024-12-01,BKN vs. ORL,L,240,30,79,0.38,8,31,0.258,24,31,0.774,8,25,33,19,10,3,16,31,92
22400043,1610612751,2024-11-29,BKN vs. ORL,L,240,38,77,0.494,14,29,0.483,10,14,0.714,5,30,35,22,5,5,20,21,100
22400297,1610612751,2024-11-27,BKN @ PHX,W,240,44,87,0.506,18,42,0.429,21,22,0.955,7,29,36,32,8,1,12,24,127
22400284,1610612751,2024-11-25,BKN @ GSW,W,240,41,83,0.494,20,45,0.444,26,30,0.867,7,35,42,23,6,3,11,18,128
22400276,1610612751,2024-11-24,BKN @ SAC,W,240,36,75,0.48,19,39,0.487,17,25,0.68,6,25,31,24,7,5,12,23,108
22400027,1610612751,2024-11-22,BKN @ PHI,L,240,39,79,0.494,13,37,0.351,7,7,1.0,7,27,34,28,1,4,19,17,98
22400022,1610612751,2024-11-19,BKN vs. CHA,W,240,42,85,0.494,18,41,0.439,14,19,0.737,10,26,36,31,8,8,13,19,116
22400240,1610612751,2024-11-17,BKN @ NYK,L,240,32,76,0.421,17,41,0.415,23,30,0.767,7,28,35,31,1,3,9,19,104
22400014,1610612751,2024-11-15,BKN @ NYK,L,240,39,89,0.438,19,46,0.413,25,28,0.893,10,27,37,27,8,2,9,22,122
22400218,1610612751,2024-11-13,BKN vs. BOS,L,240,40,79,0.506,19,43,0.442,15,18,0.833,3,31,34,26,4,3,12,20,114
22400214,1610612751,2024-11-11,BKN @ NOP,W,240,36,84,0.429,19,42,0.452,16,19,0.842,14,32,46,24,4,5,16,14,107
22400199,1610612751,2024-11-09,BKN @ CLE,L,240,34,76,0.447,15,43,0.349,17,18,0.944,10,26,36,21,4,2,17,14,100
22400187,1610612751,2024-11-08,BKN @ BOS,L,265,41,100,0.41,10,38,0.263,12,15,0.8,12,39,51,24,6,3,12,22,104
22400158,1610612751,2024-11-04,BKN vs. MEM,W,240,40,84,0.476,13,36,0.361,13,18,0.722,12,25,37,28,7,1,13,22,106
22400151,1610612751,2024-11-03,BKN vs. DET,L,240,32,71,0.451,9,31,0.29,19,31,0.613,4,23,27,23,9,3,13,24,92
22400136,1610612751,2024-11-01,BKN vs. CHI,W,240,49,94,0.521,11,36,0.306,11,13,0.846,9,37,46,34,11,6,10,20,120
22400124,1610612751,2024-10-30,BKN @ MEM,W,240,41,80,0.513,15,41,0.366,22,25,0.88,8,26,34,27,10,2,15,25,119
22400113,1610612751,2024-10-29,BKN vs. DEN,L,265,49,96,0.51,20,52,0.385,21,27,0.778,7,34,41,37,4,6,8,32,139
22400098,1610612751,2024-10-27,BKN vs. MIL,W,240,39,91,0.429,16,45,0.356,21,23,0.913,12,35,47,23,9,3,12,26,115
22400077,1610612751,2024-10-25,BKN @ ORL,L,240,35,83,0.422,14,37,0.378,17,21,0.81,8,29,37,22,7,3,17,31,101
22400064,1610612751,2024-10-23,BKN @ ATL,L,240,40,91,0.44,17,43,0.395,19,25,0.76,12,31,43,21,8,6,17,32,116
22401188,1610612752,2025-04-13,NYK @ BKN,W,240,37,86,0.43,16,42,0.381,23,26,0.885,10,30,40,27,10,3,11,25,113
22401175,1610612752,2025-04-11,NYK vs. CLE,L,240,36,88,0.409,16,41,0.39,14,20,0.7,10,25,35,22,11,2,8,18,102
22401167,1610612752,2025-04-10,NYK @ DET,L,240,42,90,0.467,11,34,0.324,11,14,0.786,11,23,34,32,11,6,14,19,106
22401151,1610612752,2025-04-08,NYK vs. BOS,L,265,48,101,0.475,11,38,0.289,10,16,0.625,17,35,52,28,8,6,11,21,117
22401140,1610612752,2025-04-06,NYK vs. PHX,W,240,40,74,0.541,12,28,0.429,20,24,0.833,6,35,41,28,6,3,14,18,112
22401128,1610612752,2025-04-05,NYK @ ATL,W,240,45,84,0.536,15,29,0.517,16,19,0.842,6,32,38,32,8,5,13,13,121
22401103,1610612752,2025-04-02,NYK @ CLE,L,240,40,90,0.444,11,36,0.306,14,17,0.824,15,24,39,24,7,2,14,19,105
22401098,1610612752,2025-04-01,NYK vs. PHI,W,240,36,85,0.424,12,31,0.387,21,26,0.808,14,30,44,23,10,4,18,18,105
22401082,1610612752,2025-03-30,NYK vs. POR,W,240,45,84,0.536,10,25,0.4,10,13,0.769,9,35,44,27,10,10,13,17,110
22401070,1610612752,2025-03-28,NYK @ MIL,W,240,45,93,0.484,12,33,0.364,14,16,0.875,14,30,44,28,12,1,8,14,116
22401056,1610612752,2025-03-26,NYK vs. LAC,L,240,42,84,0.5,13,34,0.382,16,22,0.727,7,31,38,35,4,1,9,14,113
22401048,1610612752,2025-03-25,NYK vs. DAL,W,240,53,89,0.596,10,26,0.385,12,18,0.667,5,31,36,40,9,4,14,18,128
22401026,1610612752,2025-03-22,NYK vs. WAS,W,240,44,91,0.484,13,35,0.371,21,27,0.778,14,35,49,29,13,3,14,17,122
22401010,1610612752,2025-03-20,NYK @ CHA,L,240,36,90,0.4,10,39,0.256,16,20,0.8,9,29,38,26,9,2,7,18,98
22401003,1610612752,2025-03-19,NYK @ SAS,L,240,39,92,0.424,11,37,0.297,16,21,0.762,17,27,44,28,7,7,10,18,105
22400984,1610612752,2025-03-17,NYK vs. MIA,W,240,47,95,0.495,16,34,0.471,6,6,1.0,13,28,41,30,12,6,13,14,116
22400974,1610612752,2025-03-15,NYK @ GSW,L,240,37,86,0.43,9,24,0.375,11,13,0.846,13,36,49,20,6,6,13,16,94
22400953,1610612752,2025-03-12,NYK @ POR,W,265,44,94,0.468,12,31,0.387,14,20,0.7,11,27,38,27,12,7,15,21,114
22400939,1610612752,2025-03-10,NYK @ SAC,W,240,45,84,0.536,22,40,0.55,21,26,0.808,6,34,40,34,13,1,15,24,133
22400911,1610612752,2025-03-07,NYK @ LAC,L,240,35,91,0.385,9,34,0.265,16,18,0.889,14,39,53,25,6,4,15,15,95
22400903,1610612752,2025-03-06,NYK @ LAL,L,265,37,94,0.394,10,43,0.233,25,32,0.781,14,32,46,20,10,2,13,21,109
22400885,1610612752,2025-03-04,NYK vs. GSW,L,240,41,92,0.446,8,33,0.242,12,15,0.8,14,28,42,26,4,2,13,17,102
22400869,1610612752,2025-03-02,NYK @ MIA,W,265,46,95,0.484,14,44,0.318,10,15,0.667,11,35,46,27,5,6,10,16,116
22400856,1610612752,2025-02-28,NYK @ MEM,W,240,44,95,0.463,13,38,0.342,13,16,0.813,8,27,35,29,10,7,8,16,114
22400838,1610612752,2025-02-26,NYK vs. PHI,W,240,40,77,0.519,7,19,0.368,23,29,0.793,7,36,43,22,6,8,16,15,110
22400811,1610612752,2025-02-23,NYK @ BOS,L,240,40,92,0.435,14,36,0.389,11,11,1.0,7,33,40,21,4,1,11,15,105
22400797,1610612752,2025-02-21,NYK @ CLE,L,240,42,89,0.472,10,28,0.357,11,18,0.611,9,23,32,25,8,3,16,12,105
22400792,1610612752,2025-02-20,NYK vs. CHI,W,265,46,107,0.43,14,46,0.304,7,10,0.7,10,44,54,28,10,7,11,12,113
22400773,1610612752,2025-02-12,NYK vs. ATL,W,265,54,94,0.574,11,26,0.423,30,37,0.811,8,31,39,28,6,5,17,23,149
22400765,1610612752,2025-02-11,NYK @ IND,W,240,49,91,0.538,10,27,0.37,20,23,0.87,13,35,48,37,6,2,14,22,128
22400748,1610612752,2025-02-08,NYK vs. BOS,L,240,35,83,0.422,9,24,0.375,25,29,0.862,7,23,30,16,9,1,9,15,104
22400713,1610612752,2025-02-04,NYK @ TOR,W,240,47,94,0.5,8,25,0.32,19,23,0.826,17,26,43,26,10,4,11,15,121
22400702,1610612752,2025-02-03,NYK vs. HOU,W,240,47,93,0.505,6,26,0.231,24,30,0.8,12,28,40,24,9,5,11,15,124
22400692,1610612752,2025-02-01,NYK vs. LAL,L,240,44,95,0.463,10,28,0.357,14,19,0.737,16,28,44,33,7,3,14,16,112
22400668,1610612752,2025-01-29,NYK vs. DEN,W,240,48,93,0.516,14,34,0.412,12,18,0.667,6,29,35,33,7,2,5,16,122
22400653,1610612752,2025-01-27,NYK vs. MEM,W,240,56,108,0.519,17,44,0.386,14,18,0.778,17,29,46,32,20,7,10,16,143
22400641,1610612752,2025-01-25,NYK vs. SAC,W,240,52,105,0.495,17,36,0.472,22,23,0.957,17,36,53,40,9,4,11,13,143
22400606,1610612752,2025-01-21,NYK @ BKN,W,240,40,87,0.46,8,28,0.286,11,14,0.786,9,33,42,29,11,3,10,20,99
22400602,1610612752,2025-01-20,NYK vs. ATL,W,240,47,90,0.522,9,26,0.346,16,21,0.762,12,27,39,31,8,1,15,21,119
22400578,1610612752,2025-01-17,NYK vs. MIN,L,240,35,90,0.389,14,34,0.412,15,17,0.882,15,26,41,19,10,4,9,13,99
22400561,1610612752,2025-01-15,NYK @ PHI,W,265,46,86,0.535,16,37,0.432,17,24,0.708,15,30,45,28,10,3,13,14,125
22400549,1610612752,2025-01-13,NYK vs. DET,L,240,40,80,0.5,15,37,0.405,24,29,0.828,10,32,42,26,5,2,17,21,119
22400539,1610612752,2025-01-12,NYK vs. MIL,W,240,51,88,0.58,18,41,0.439,20,24,0.833,10,39,49,29,6,4,11,18,140
22400529,1610612752,2025-01-10,NYK vs. OKC,L,240,37,96,0.385,4,31,0.129,23,23,1.0,16,27,43,18,7,3,10,15,101
22400511,1610612752,2025-01-08,NYK vs. TOR,W,240,42,88,0.477,12,33,0.364,16,20,0.8,15,28,43,24,9,4,12,15,112
22400496,1610612752,2025-01-06,NYK vs. ORL,L,240,36,81,0.444,4,22,0.182,18,22,0.818,11,27,38,16,4,3,12,18,94
22400482,1610612752,2025-01-04,NYK @ CHI,L,240,48,97,0.495,8,30,0.267,22,28,0.786,18,31,49,27,7,3,13,13,126
22400473,1610612752,2025-01-03,NYK @ OKC,L,240,43,90,0.478,9,32,0.281,12,17,0.706,11,31,42,22,7,2,12,17,107
22400458,1610612752,2025-01-01,NYK vs. UTA,W,240,47,85,0.553,9,23,0.391,16,23,0.696,6,41,47,31,10,6,13,16,119
22400443,1610612752,2024-12-30,NYK @ WAS,W,240,45,98,0.459,15,44,0.341,21,25,0.84,15,39,54,34,9,2,7,19,126
22400429,1610612752,2024-12-28,NYK @ WAS,W,265,51,97,0.526,10,40,0.25,24,26,0.923,10,33,43,26,7,3,15,14,136
22400419,1610612752,2024-12-27,NYK @ ORL,W,240,40,75,0.533,4,15,0.267,24,34,0.706,12,32,44,18,10,3,18,20,108
22400405,1610612752,2024-12-25,NYK vs. SAS,W,240,45,100,0.45,13,39,0.333,14,16,0.875,17,30,47,26,7,3,5,17,117
22400397,1610612752,2024-12-23,NYK vs. TOR,W,240,51,86,0.593,17,37,0.459,20,29,0.69,8,27,35,34,9,1,14,27,139
22400384,1610612752,2024-12-21,NYK @ NOP,W,240,38,87,0.437,15,37,0.405,13,15,0.867,15,27,42,24,11,3,16,18,104
22400367,1610612752,2024-12-19,NYK @ MIN,W,240,50,97,0.515,20,45,0.444,13,16,0.813,16,41,57,39,10,2,15,12,133
22401227,1610612752,2024-12-15,NYK @ ORL,W,240,33,71,0.465,10,24,0.417,24,30,0.8,7,38,45,20,8,3,17,16,100
22401202,1610612752,2024-12-11,NYK vs. ATL,L,240,40,93,0.43,11,42,0.262,9,15,0.6,12,37,49,27,8,11,12,14,100
22400359,1610612752,2024-12-09,NYK @ TOR,W,240,42,82,0.512,17,40,0.425,12,19,0.632,6,34,40,32,7,7,10,13,113
22400343,1610612752,2024-12-07,NYK vs. DET,L,240,42,79,0.532,11,34,0.324,16,27,0.593,4,27,31,27,11,5,15,12,111
22400327,1610612752,2024-12-05,NYK vs. CHA,W,240,41,76,0.539,18,33,0.545,25,32,0.781,6,37,43,29,7,4,9,13,125
22400053,1610612752,2024-12-03,NYK vs. ORL,W,240,43,85,0.506,15,35,0.429,20,20,1.0,5,34,39,30,6,4,17,25,121
22400308,1610612752,2024-12-01,NYK vs. NOP,W,240,42,92,0.457,20,45,0.444,14,16,0.875,14,46,60,30,10,9,17,14,118
22400040,1610612752,2024-11-29,NYK @ CHA,W,240,36,81,0.444,12,32,0.375,15,19,0.789,12,32,44,20,7,5,19,19,99
22400292,1610612752,2024-11-27,NYK @ DAL,L,240,40,86,0.465,7,29,0.241,27,30,0.9,7,26,33,20,9,3,8,19,114
22400283,1610612752,2024-11-25,NYK @ DEN,W,240,56,92,0.609,19,36,0.528,14,16,0.875,8,35,43,45,5,4,9,23,145
22400264,1610612752,2024-11-23,NYK @ UTA,L,240,39,100,0.39,17,51,0.333,11,12,0.917,11,29,40,25,10,10,9,19,106
22400257,1610612752,2024-11-20,NYK @ PHX,W,240,50,86,0.581,19,39,0.487,19,21,0.905,10,31,41,30,10,0,13,15,138
22400246,1610612752,2024-11-18,NYK vs. WAS,W,240,51,91,0.56,20,40,0.5,12,13,0.923,7,34,41,37,4,1,8,12,134
22400240,1610612752,2024-11-17,NYK vs. BKN,W,240,43,88,0.489,13,40,0.325,15,19,0.789,10,37,47,33,4,5,6,23,114
22400014,1610612752,2024-11-15,NYK vs. BKN,W,240,44,83,0.53,13,38,0.342,23,28,0.821,8,37,45,25,7,6,13,21,124
22400219,1610612752,2024-11-13,NYK vs. CHI,L,240,48,94,0.511,15,37,0.405,12,18,0.667,10,30,40,31,7,3,15,17,123
22400004,1610612752,2024-11-12,NYK @ PHI,W,240,44,89,0.494,9,31,0.29,14,15,0.933,8,39,47,31,8,5,15,15,111
22400203,1610612752,2024-11-10,NYK @ IND,L,240,46,83,0.554,7,25,0.28,22,27,0.815,8,31,39,23,5,3,13,20,121
22400189,1610612752,2024-11-08,NYK vs. MIL,W,240,43,91,0.473,14,46,0.304,16,19,0.842,14,34,48,35,7,3,7,20,116
