game_id,team_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts
22400864,1610612744,2025-03-01,GSW @ PHI,L,240,46,100,0.46,12,42,0.286,15,19,0.789,18,31,49,33,7,4,15,19,119
22400845,1610612744,2025-02-27,GSW @ ORL,W,240,36,79,0.456,19,45,0.422,30,34,0.882,11,27,38,26,8,7,12,18,121
22400834,1610612744,2025-02-25,GSW vs. CHA,W,240,49,100,0.49,15,42,0.357,15,18,0.833,16,35,51,40,16,5,11,20,128
22400812,1610612744,2025-02-23,GSW vs. DAL,W,240,47,98,0.48,12,40,0.3,20,23,0.87,17,37,54,30,10,6,10,17,126
22400805,1610612744,2025-02-21,GSW @ SAC,W,240,50,93,0.538,20,43,0.465,12,12,1.0,11,24,35,40,13,3,12,19,132
22400784,1610612744,2025-02-13,GSW @ HOU,W,240,35,89,0.393,11,41,0.268,24,27,0.889,9,33,42,26,13,6,10,18,105
22400782,1610612744,2025-02-12,GSW @ DAL,L,240,41,96,0.427,10,35,0.286,15,18,0.833,18,32,50,29,9,6,15,16,107
22400760,1610612744,2025-02-10,GSW @ MIL,W,240,41,93,0.441,13,45,0.289,30,38,0.789,15,33,48,27,16,2,9,23,125
22400745,1610612744,2025-02-08,GSW @ CHI,W,240,45,90,0.5,19,48,0.396,23,27,0.852,16,28,44,34,8,7,14,23,132
22400731,1610612744,2025-02-06,GSW @ LAL,L,240,41,101,0.406,16,53,0.302,14,20,0.7,10,30,40,29,8,2,12,25,112
22400725,1610612744,2025-02-05,GSW @ UTA,L,240,46,100,0.46,17,48,0.354,19,27,0.704,12,29,41,33,6,4,9,24,128
22400708,1610612744,2025-02-03,GSW vs. ORL,W,240,34,78,0.436,12,39,0.308,24,34,0.706,9,35,44,25,9,0,13,16,104
22400685,1610612744,2025-01-31,GSW vs. PHX,L,240,36,96,0.375,16,44,0.364,17,25,0.68,14,35,49,26,11,6,12,19,105
22400673,1610612744,2025-01-29,GSW vs. OKC,W,240,40,81,0.494,13,38,0.342,23,28,0.821,7,35,42,30,6,7,15,24,116
22400661,1610612744,2025-01-28,GSW vs. UTA,W,240,36,92,0.391,17,49,0.347,25,31,0.806,16,31,47,29,8,4,9,24,114
22400644,1610612744,2025-01-25,GSW vs. LAL,L,240,41,89,0.461,16,46,0.348,10,16,0.625,11,27,38,30,10,0,11,15,108
22400628,1610612744,2025-01-23,GSW vs. CHI,W,240,46,102,0.451,25,57,0.439,14,14,1.0,15,37,52,37,3,6,10,21,131
22400619,1610612744,2025-01-22,GSW @ SAC,L,240,43,92,0.467,22,48,0.458,9,13,0.692,12,32,44,31,5,2,19,27,117
22400604,1610612744,2025-01-20,GSW vs. BOS,L,240,32,92,0.348,14,53,0.264,7,11,0.636,10,28,38,28,8,3,12,12,85
22400589,1610612744,2025-01-18,GSW vs. WAS,W,240,45,96,0.469,14,41,0.341,18,24,0.75,17,38,55,24,6,7,9,18,122
22400565,1610612744,2025-01-15,GSW @ MIN,W,240,40,82,0.488,18,36,0.5,18,21,0.857,14,31,45,26,8,5,12,26,116
22400550,1610612744,2025-01-13,GSW @ TOR,L,240,35,88,0.398,16,46,0.348,15,22,0.682,14,32,46,23,11,4,14,14,101
22400525,1610612744,2025-01-10,GSW @ IND,L,240,38,91,0.418,10,38,0.263,10,13,0.769,11,31,42,25,11,2,13,19,96
22400518,1610612744,2025-01-09,GSW @ DET,W,240,41,89,0.461,15,46,0.326,10,16,0.625,15,34,49,32,9,7,15,18,107
22400508,1610612744,2025-01-07,GSW vs. MIA,L,240,40,98,0.408,14,50,0.28,4,5,0.8,11,41,52,28,9,6,10,15,98
22400492,1610612744,2025-01-05,GSW vs. SAC,L,240,37,81,0.457,12,35,0.343,13,18,0.722,9,26,35,22,10,3,22,21,99
22400485,1610612744,2025-01-04,GSW vs. MEM,W,240,44,84,0.524,23,43,0.535,10,16,0.625,9,20,29,32,13,5,18,18,121
22400467,1610612744,2025-01-02,GSW vs. PHI,W,240,53,87,0.609,22,39,0.564,11,15,0.733,5,38,43,41,5,8,11,22,139
22400446,1610612744,2024-12-30,GSW vs. CLE,L,240,33,99,0.333,9,38,0.237,20,26,0.769,14,41,55,20,5,8,14,14,95
22400431,1610612744,2024-12-28,GSW vs. PHX,W,240,41,98,0.418,12,45,0.267,15,19,0.789,18,31,49,26,8,7,11,17,109
22400426,1610612744,2024-12-27,GSW @ LAC,L,240,35,95,0.368,7,38,0.184,15,20,0.75,19,28,47,24,14,2,14,16,92
22400408,1610612744,2024-12-25,GSW vs. LAL,L,240,41,89,0.461,18,45,0.4,13,17,0.765,12,32,44,26,2,8,12,18,113
22400403,1610612744,2024-12-23,GSW vs. IND,L,240,39,90,0.433,12,38,0.316,15,21,0.714,11,33,44,29,7,7,11,13,105
22400383,1610612744,2024-12-21,GSW @ MIN,W,240,40,87,0.46,16,42,0.381,17,23,0.739,11,34,45,30,9,6,10,23,113
22400366,1610612744,2024-12-19,GSW @ MEM,L,240,32,90,0.356,12,36,0.333,17,24,0.708,10,26,36,20,11,5,17,16,93
22401228,1610612744,2024-12-15,GSW vs. DAL,L,240,49,103,0.476,27,54,0.5,8,11,0.727,15,22,37,39,8,2,10,17,133
22401204,1610612744,2024-12-11,GSW @ HOU,L,240,37,84,0.44,12,38,0.316,4,9,0.444,11,28,39,22,13,8,15,11,90
22400355,1610612744,2024-12-08,GSW vs. MIN,W,240,42,90,0.467,16,41,0.39,14,20,0.7,14,31,45,28,8,6,11,20,114
22400338,1610612744,2024-12-06,GSW vs. MIN,L,240,32,82,0.39,11,39,0.282,15,17,0.882,10,31,41,21,9,4,22,11,90
22400332,1610612744,2024-12-05,GSW vs. HOU,W,240,36,86,0.419,9,28,0.321,18,27,0.667,11,43,54,19,5,3,10,16,99
22400058,1610612744,2024-12-03,GSW @ DEN,L,240,44,95,0.463,12,38,0.316,15,21,0.714,11,37,48,36,12,3,14,25,115
22400303,1610612744,2024-11-30,GSW @ PHX,L,240,38,92,0.413,14,40,0.35,15,18,0.833,9,34,43,28,8,5,9,17,105
22400299,1610612744,2024-11-27,GSW vs. OKC,L,240,35,98,0.357,16,50,0.32,15,21,0.714,18,39,57,25,7,6,14,21,101
22400284,1610612744,2024-11-25,GSW vs. BKN,L,240,45,93,0.484,19,46,0.413,11,17,0.647,11,32,43,32,8,5,12,21,120
22400269,1610612744,2024-11-23,GSW @ SAS,L,240,36,95,0.379,14,44,0.318,8,13,0.615,17,32,49,29,4,3,10,21,94
22400032,1610612744,2024-11-22,GSW @ NOP,W,240,39,87,0.448,12,37,0.324,22,29,0.759,14,38,52,27,5,5,16,19,112
22400258,1610612744,2024-11-20,GSW vs. ATL,W,240,47,101,0.465,14,40,0.35,12,18,0.667,9,45,54,36,10,7,15,17,120
22400251,1610612744,2024-11-18,GSW @ LAC,L,240,37,84,0.44,16,44,0.364,9,19,0.474,9,36,45,27,12,4,19,14,99
22400019,1610612744,2024-11-15,GSW vs. MEM,W,240,43,98,0.439,19,46,0.413,18,25,0.72,14,42,56,33,9,5,19,28,123
22400007,1610612744,2024-11-12,GSW vs. DAL,W,240,45,94,0.479,14,41,0.341,16,27,0.593,18,32,50,29,13,7,12,18,120
22400207,1610612744,2024-11-10,GSW @ OKC,W,240,45,89,0.506,21,43,0.488,16,23,0.696,13,33,46,35,8,3,14,26,127
22400188,1610612744,2024-11-08,GSW @ CLE,L,240,47,98,0.48,13,42,0.31,10,14,0.714,11,29,40,32,14,4,17,24,117
22400172,1610612744,2024-11-06,GSW @ BOS,W,240,42,91,0.462,14,34,0.412,20,24,0.833,15,38,53,22,6,5,11,19,118
22400155,1610612744,2024-11-04,GSW @ WAS,W,240,44,97,0.454,12,37,0.324,25,34,0.735,16,40,56,29,5,7,6,20,125
22400144,1610612744,2024-11-02,GSW @ HOU,W,265,40,78,0.513,15,32,0.469,32,50,0.64,9,38,47,26,5,4,14,22,127
22400126,1610612744,2024-10-30,GSW vs. NOP,W,240,41,87,0.471,13,38,0.342,9,13,0.692,13,29,42,32,5,9,13,22,104
22400116,1610612744,2024-10-29,GSW vs. NOP,W,240,46,97,0.474,21,46,0.457,11,13,0.846,11,23,34,34,15,9,7,20,124
22400101,1610612744,2024-10-27,GSW vs. LAC,L,240,38,88,0.432,14,43,0.326,14,22,0.636,14,33,47,19,10,5,21,22,104
22400084,1610612744,2024-10-25,GSW @ UTA,W,240,51,106,0.481,20,50,0.4,5,6,0.833,19,41,60,35,15,6,13,25,127
22400072,1610612744,2024-10-23,GSW @ POR,W,240,48,93,0.516,20,48,0.417,24,30,0.8,15,42,57,38,13,5,17,27,140
22401193,1610612745,2025-04-13,HOU vs. DEN,L,240,45,100,0.45,12,34,0.353,9,14,0.643,16,29,45,32,5,4,10,24,111
22401185,1610612745,2025-04-11,HOU @ LAL,L,240,41,90,0.456,18,51,0.353,9,12,0.75,7,30,37,22,8,5,18,17,109
22401166,1610612745,2025-04-09,HOU @ LAC,L,240,45,88,0.511,20,40,0.5,7,10,0.7,7,29,36,24,7,4,13,14,117
22401143,1610612745,2025-04-06,HOU @ GSW,W,240,45,93,0.484,10,30,0.333,6,16,0.375,16,33,49,26,11,7,15,15,106
22401123,1610612745,2025-04-04,HOU vs. OKC,W,240,45,92,0.489,13,29,0.448,22,26,0.846,14,34,48,24,10,5,13,16,125
22401107,1610612745,2025-04-02,HOU vs. UTA,W,240,56,104,0.538,19,45,0.422,12,19,0.632,18,45,63,30,4,6,10,18,143
22401096,1610612745,2025-03-31,HOU @ LAL,L,240,37,89,0.416,10,32,0.313,14,17,0.824,10,41,51,26,7,5,15,20,98
22401088,1610612745,2025-03-30,HOU @ PHX,W,240,56,98,0.571,18,31,0.581,18,25,0.72,13,32,45,37,14,4,9,15,148
22401065,1610612745,2025-03-27,HOU @ UTA,W,240,47,102,0.461,12,37,0.324,15,19,0.789,18,33,51,26,7,5,9,14,121
22401049,1610612745,2025-03-25,HOU vs. ATL,W,240,42,93,0.452,11,39,0.282,26,29,0.897,14,37,51,17,8,2,13,12,121
22401035,1610612745,2025-03-23,HOU vs. DEN,L,240,39,89,0.438,11,34,0.324,22,34,0.647,16,29,45,25,4,7,6,20,111
22401015,1610612745,2025-03-21,HOU @ MIA,W,240,39,84,0.464,14,28,0.5,10,21,0.476,15,31,46,14,17,4,15,14,102
22400999,1610612745,2025-03-19,HOU @ ORL,W,240,38,81,0.469,11,35,0.314,29,32,0.906,12,34,46,18,10,5,15,18,116
22400985,1610612745,2025-03-17,HOU vs. PHI,W,265,51,107,0.477,22,53,0.415,20,24,0.833,23,35,58,35,8,5,15,27,144
22400970,1610612745,2025-03-15,HOU vs. CHI,W,240,44,98,0.449,14,44,0.318,15,26,0.577,16,38,54,24,4,6,11,18,117
22400961,1610612745,2025-03-14,HOU vs. DAL,W,240,54,105,0.514,15,31,0.484,10,12,0.833,17,50,67,27,5,6,10,13,133
22400949,1610612745,2025-03-12,HOU vs. PHX,W,240,40,88,0.455,12,38,0.316,19,25,0.76,11,27,38,25,11,3,9,19,111
22400934,1610612745,2025-03-10,HOU vs. ORL,W,240,35,89,0.393,16,43,0.372,11,18,0.611,20,43,63,20,4,4,19,18,97
22400913,1610612745,2025-03-08,HOU vs. NOP,W,240,55,99,0.556,17,40,0.425,19,21,0.905,15,33,48,32,9,7,10,13,146
22400902,1610612745,2025-03-06,HOU @ NOP,W,240,46,81,0.568,9,29,0.31,8,18,0.444,9,32,41,33,10,6,19,24,109
22400882,1610612745,2025-03-04,HOU @ IND,L,240,40,98,0.408,9,30,0.3,13,26,0.5,24,34,58,22,6,0,14,14,102
22400879,1610612745,2025-03-03,HOU @ OKC,L,240,49,101,0.485,16,35,0.457,14,17,0.824,15,34,49,20,8,7,16,21,128
22400862,1610612745,2025-03-01,HOU vs. SAC,L,240,37,86,0.43,13,35,0.371,16,23,0.696,13,30,43,18,7,2,15,16,103
22400844,1610612745,2025-02-26,HOU vs. SAS,W,240,48,102,0.471,11,38,0.289,11,14,0.786,20,40,60,22,4,5,14,14,118
22400831,1610612745,2025-02-25,HOU vs. MIL,W,240,37,91,0.407,12,35,0.343,14,18,0.778,16,37,53,18,6,9,15,17,100
22400809,1610612745,2025-02-22,HOU @ UTA,L,240,44,100,0.44,17,43,0.395,10,18,0.556,8,33,41,33,3,2,7,17,115
22400801,1610612745,2025-02-21,HOU vs. MIN,W,240,42,84,0.5,13,26,0.5,24,32,0.75,9,39,48,18,5,6,20,25,121
22400784,1610612745,2025-02-13,HOU vs. GSW,L,240,38,93,0.409,12,36,0.333,10,18,0.556,15,37,52,24,7,5,20,20,98
22400779,1610612745,2025-02-12,HOU vs. PHX,W,240,46,97,0.474,13,42,0.31,14,24,0.583,17,30,47,32,10,4,11,15,119
22400753,1610612745,2025-02-09,HOU vs. TOR,W,240,31,86,0.36,10,38,0.263,22,28,0.786,10,48,58,17,8,3,15,19,94
22400741,1610612745,2025-02-08,HOU @ DAL,L,240,40,100,0.4,8,28,0.286,17,22,0.773,19,29,48,21,2,5,8,22,105
22400729,1610612745,2025-02-06,HOU @ MIN,L,240,41,84,0.488,12,31,0.387,20,28,0.714,12,27,39,26,12,7,10,18,114
22400711,1610612745,2025-02-04,HOU @ BKN,L,240,34,83,0.41,11,32,0.344,18,27,0.667,16,29,45,23,6,6,16,18,97
22400702,1610612745,2025-02-03,HOU @ NYK,L,240,48,104,0.462,8,28,0.286,14,15,0.933,20,30,50,27,8,6,15,26,118
22400689,1610612745,2025-02-01,HOU vs. BKN,L,240,38,95,0.4,12,39,0.308,10,15,0.667,14,30,44,18,6,6,10,20,98
22400676,1610612745,2025-01-30,HOU @ MEM,L,240,42,97,0.433,13,32,0.406,22,28,0.786,19,26,45,22,6,5,12,20,119
22400532,1610612745,2025-01-28,HOU @ ATL,W,240,37,79,0.468,7,30,0.233,19,20,0.95,6,38,44,19,12,4,21,20,100
22400650,1610612745,2025-01-27,HOU @ BOS,W,240,41,92,0.446,17,41,0.415,15,21,0.714,12,27,39,29,7,1,7,22,114
22400640,1610612745,2025-01-25,HOU @ CLE,W,240,45,82,0.549,13,28,0.464,32,45,0.711,14,31,45,26,5,4,11,23,135
22400615,1610612745,2025-01-22,HOU vs. CLE,W,240,40,91,0.44,15,34,0.441,14,20,0.7,20,33,53,25,8,5,22,20,109
22400600,1610612745,2025-01-20,HOU vs. DET,L,240,37,94,0.394,11,39,0.282,11,16,0.688,15,24,39,19,18,1,16,17,96
22400591,1610612745,2025-01-18,HOU @ POR,W,240,48,108,0.444,14,31,0.452,15,22,0.682,23,38,61,25,13,4,12,18,125
22400576,1610612745,2025-01-16,HOU @ SAC,L,240,49,93,0.527,12,33,0.364,17,24,0.708,12,34,46,24,10,6,14,18,127
22400568,1610612745,2025-01-15,HOU @ DEN,W,240,49,94,0.521,17,38,0.447,13,17,0.765,14,26,40,28,14,6,8,19,128
22400551,1610612745,2025-01-13,HOU vs. MEM,W,240,41,81,0.506,16,31,0.516,22,31,0.71,15,25,40,28,13,8,22,16,120
22400520,1610612745,2025-01-09,HOU @ MEM,W,240,41,96,0.427,13,34,0.382,24,41,0.585,16,28,44,21,13,3,12,23,119
22400503,1610612745,2025-01-07,HOU @ WAS,W,240,50,97,0.515,15,38,0.395,20,23,0.87,19,30,49,31,15,2,10,17,135
22400491,1610612745,2025-01-05,HOU vs. LAL,W,240,47,99,0.475,14,40,0.35,11,19,0.579,18,31,49,19,3,4,6,22,119
22400471,1610612745,2025-01-03,HOU vs. BOS,L,240,32,88,0.364,10,36,0.278,12,12,1.0,14,23,37,9,6,4,11,21,86
22400460,1610612745,2025-01-01,HOU vs. DAL,W,240,42,89,0.472,8,25,0.32,18,23,0.783,4,31,35,16,17,1,12,18,110
22400439,1610612745,2024-12-29,HOU vs. MIA,L,240,38,97,0.392,13,40,0.325,11,13,0.846,19,33,52,24,5,4,12,21,100
22400422,1610612745,2024-12-27,HOU vs. MIN,L,240,45,92,0.489,10,30,0.333,12,19,0.632,16,31,47,19,7,3,13,16,112
22400416,1610612745,2024-12-26,HOU @ NOP,W,240,46,97,0.474,18,47,0.383,18,23,0.783,18,36,54,19,7,9,15,14,128
22400391,1610612745,2024-12-23,HOU @ CHA,W,240,43,99,0.434,13,42,0.31,15,19,0.789,21,39,60,23,4,8,11,16,114
22400388,1610612745,2024-12-22,HOU @ TOR,W,240,40,89,0.449,7,28,0.25,27,33,0.818,18,35,53,18,12,6,21,14,114
22400365,1610612745,2024-12-19,HOU vs. NOP,W,240,50,87,0.575,17,39,0.436,16,19,0.842,6,36,42,34,7,6,11,20,133
22401230,1610612745,2024-12-14,HOU @ OKC,L,240,35,96,0.365,11,46,0.239,15,25,0.6,19,30,49,17,7,3,16,25,96
22401204,1610612745,2024-12-11,HOU vs. GSW,W,240,38,83,0.458,6,27,0.222,9,10,0.9,7,29,36,23,10,5,16,14,91
22400356,1610612745,2024-12-08,HOU @ LAC,W,240,40,82,0.488,15,41,0.366,22,26,0.846,12,38,50,23,4,4,15,16,117
22400332,1610612745,2024-12-05,HOU @ GSW,L,240,35,93,0.376,10,38,0.263,13,17,0.765,11,34,45,20,9,9,8,20,93
22400059,1610612745,2024-12-03,HOU @ SAC,L,240,41,93,0.441,14,39,0.359,15,21,0.714,18,35,53,14,6,1,15,23,111
22400310,1610612745,2024-12-01,HOU vs. OKC,W,240,38,92,0.413,13,37,0.351,30,39,0.769,15,36,51,20,3,6,10,21,119
22400290,1610612745,2024-11-27,HOU @ PHI,W,265,40,88,0.455,10,31,0.323,32,38,0.842,14,37,51,23,10,14,20,19,122
22400037,1610612745,2024-11-26,HOU @ MIN,W,265,45,99,0.455,15,37,0.405,12,13,0.923,7,37,44,31,12,9,10,20,117
22400267,1610612745,2024-11-23,HOU vs. POR,L,240,32,90,0.356,8,32,0.25,26,33,0.788,14,29,43,17,8,5,9,19,98
22400031,1610612745,2024-11-22,HOU vs. POR,W,240,42,93,0.452,15,39,0.385,17,25,0.68,13,38,51,27,14,5,17,20,116
22400254,1610612745,2024-11-20,HOU vs. IND,W,240,47,102,0.461,12,36,0.333,24,33,0.727,13,34,47,25,16,2,13,21,130
22400248,1610612745,2024-11-18,HOU @ MIL,L,240,40,100,0.4,9,32,0.281,11,13,0.846,16,37,53,19,9,6,12,15,100
22400241,1610612745,2024-11-17,HOU @ CHI,W,240,55,105,0.524,10,34,0.294,23,32,0.719,14,52,66,34,8,9,10,18,143
22400016,1610612745,2024-11-15,HOU vs. LAC,W,240,46,95,0.484,19,44,0.432,14,18,0.778,9,39,48,31,11,3,12,25,125
22400222,1610612745,2024-11-13,HOU vs. LAC,W,240,42,97,0.433,15,40,0.375,12,17,0.706,18,41,59,28,8,11,13,17,111
22400213,1610612745,2024-11-11,HOU vs. WAS,W,240,40,87,0.46,5,23,0.217,22,25,0.88,17,41,58,13,12,10,19,17,107
22400201,1610612745,2024-11-10,HOU @ DET,W,240,38,93,0.409,7,34,0.206,18,24,0.75,17,36,53,19,10,5,11,21,101
22400192,1610612745,2024-11-08,HOU @ OKC,L,240,39,90,0.433,11,30,0.367,18,26,0.692,14,34,48,19,7,3,17,18,107
22400173,1610612745,2024-11-06,HOU vs. SAS,W,240,54,96,0.563,10,27,0.37,9,15,0.6,11,34,45,28,10,5,11,13,127
22400161,1610612745,2024-11-04,HOU vs. NYK,W,240,43,88,0.489,8,33,0.242,15,18,0.833,11,39,50,21,4,6,10,20,109
22400144,1610612745,2024-11-02,HOU vs. GSW,L,265,44,107,0.411,15,45,0.333,18,24,0.75,18,31,49,27,10,6,11,32,121
22400129,1610612745,2024-10-31,HOU @ DAL,W,240,40,97,0.412,8,34,0.235,20,27,0.741,18,32,50,21,4,4,8,20,108
22400109,1610612745,2024-10-28,HOU @ SAS,W,240,35,85,0.412,15,37,0.405,21,24,0.875,13,30,43,20,6,2,12,23,106
22400094,1610612745,2024-10-26,HOU @ SAS,L,240,38,92,0.413,13,41,0.317,17,21,0.81,8,26,34,21,10,3,10,24,106
22400082,1610612745,2024-10-25,HOU vs. MEM,W,240,43,98,0.439,17,43,0.395,25,36,0.694,23,41,64,20,10,4,17,32,128
22400068,1610612745,2024-10-23,HOU vs. CHA,L,240,38,103,0.369,13,43,0.302,16,20,0.8,16,27,43,19,8,4,8,18,105
22401198,1610612746,2025-04-13,LAC @ GSW,W,265,48,86,0.558,14,30,0.467,14,18,0.778,9,33,42,28,11,3,16,21,124
22401184,1610612746,2025-04-11,LAC @ SAC,W,240,40,78,0.513,7,21,0.333,14,18,0.778,7,30,37,19,6,2,12,19,101
22401166,1610612746,2025-04-09,LAC vs. HOU,W,240,48,90,0.533,19,37,0.514,19,19,1.0,11,32,43,33,10,3,11,11,134
22401155,1610612746,2025-04-08,LAC vs. SAS,W,240,48,93,0.516,14,30,0.467,12,16,0.75,14,36,50,30,6,0,15,14,122
22401132,1610612746,2025-04-05,LAC vs. DAL,W,240,54,96,0.563,11,28,0.393,16,20,0.8,10,35,45,31,11,3,6,22,135
22401127,1610612746,2025-04-04,LAC vs. DAL,W,240,44,89,0.494,14,30,0.467,12,16,0.75,11,37,48,23,11,4,13,23,114
22401111,1610612746,2025-04-02,LAC vs. NOP,W,240,40,76,0.526,13,32,0.406,21,26,0.808,2,28,30,27,9,4,10,9,114
22401091,1610612746,2025-03-31,LAC @ ORL,W,240,36,82,0.439,8,31,0.258,16,19,0.842,11,36,47,18,12,5,16,19,96
22401081,1610612746,2025-03-30,LAC @ CLE,L,240,45,93,0.484,16,41,0.39,16,22,0.727,10,34,44,25,6,4,12,17,122
22401068,1610612746,2025-03-28,LAC @ BKN,W,240,44,80,0.55,19,37,0.514,25,28,0.893,2,46,48,29,11,4,12,22,132
22401056,1610612746,2025-03-26,LAC @ NYK,W,240,45,88,0.511,16,30,0.533,20,24,0.833,13,32,45,27,4,8,5,21,126
22401036,1610612746,2025-03-23,LAC vs. OKC,L,240,35,82,0.427,8,26,0.308,23,28,0.821,11,37,48,20,6,8,14,19,101
22401023,1610612746,2025-03-21,LAC vs. MEM,W,240,45,78,0.577,17,34,0.5,21,26,0.808,2,41,43,29,7,9,13,14,128
22400997,1610612746,2025-03-18,LAC vs. CLE,W,240,46,84,0.548,16,35,0.457,24,28,0.857,14,35,49,28,7,5,12,26,132
22400538,1610612746,2025-03-16,LAC vs. CHA,W,240,45,93,0.484,13,26,0.5,20,23,0.87,17,41,58,30,10,5,10,12,123
22400960,1610612746,2025-03-14,LAC @ ATL,W,240,47,86,0.547,12,27,0.444,15,20,0.75,7,33,40,27,14,5,13,15,121
22400948,1610612746,2025-03-12,LAC @ MIA,W,240,45,76,0.592,13,27,0.481,16,24,0.667,11,34,45,24,7,0,16,10,119
22400943,1610612746,2025-03-11,LAC @ NOP,L,240,46,92,0.5,14,42,0.333,14,18,0.778,11,23,34,34,10,8,11,16,120
22400927,1610612746,2025-03-09,LAC vs. SAC,W,265,43,81,0.531,10,31,0.323,15,25,0.6,3,35,38,23,4,5,9,20,111
22400911,1610612746,2025-03-07,LAC vs. NYK,W,240,37,88,0.42,15,38,0.395,16,19,0.842,9,38,47,23,7,8,12,17,105
22400898,1610612746,2025-03-05,LAC vs. DET,W,240,44,80,0.55,13,24,0.542,22,26,0.846,6,27,33,18,8,6,9,16,123
22400889,1610612746,2025-03-04,LAC @ PHX,L,240,43,83,0.518,8,30,0.267,23,27,0.852,7,30,37,29,8,3,6,22,117
22400874,1610612746,2025-03-02,LAC @ LAL,L,240,38,88,0.432,12,39,0.308,14,17,0.824,10,30,40,24,9,1,12,22,102
22400859,1610612746,2025-02-28,LAC @ LAL,L,240,39,87,0.448,9,37,0.243,15,21,0.714,15,29,44,25,11,1,17,19,102
22400842,1610612746,2025-02-26,LAC @ CHI,W,240,44,85,0.518,19,37,0.514,15,17,0.882,11,33,44,33,9,10,15,16,122
22400821,1610612746,2025-02-24,LAC @ DET,L,240,37,92,0.402,11,41,0.268,12,19,0.632,15,33,48,24,12,3,17,24,97
22400813,1610612746,2025-02-23,LAC @ IND,L,240,38,85,0.447,10,40,0.25,25,33,0.758,6,26,32,23,9,3,10,18,111
22400793,1610612746,2025-02-20,LAC @ MIL,L,240,41,88,0.466,12,30,0.4,16,19,0.842,11,32,43,28,14,7,11,27,110
22401004,1610612746,2025-02-13,LAC @ UTA,W,265,39,94,0.415,14,38,0.368,28,36,0.778,13,30,43,22,16,5,10,22,120
22400783,1610612746,2025-02-12,LAC vs. MEM,W,240,47,93,0.505,13,35,0.371,21,22,0.955,13,33,46,29,17,2,15,15,128
22400751,1610612746,2025-02-08,LAC vs. UTA,W,240,51,88,0.58,11,26,0.423,17,21,0.81,8,29,37,36,8,2,14,20,130
22400733,1610612746,2025-02-06,LAC vs. IND,L,240,41,88,0.466,17,40,0.425,13,18,0.722,11,37,48,25,5,4,19,16,112
22400715,1610612746,2025-02-04,LAC vs. LAL,L,240,34,89,0.382,12,41,0.293,17,19,0.895,10,26,36,30,9,5,9,17,97
22400697,1610612746,2025-02-02,LAC @ TOR,L,240,41,88,0.466,9,28,0.321,17,21,0.81,13,28,41,21,6,7,10,15,108
22400679,1610612746,2025-01-31,LAC @ CHA,W,240,44,81,0.543,11,28,0.393,13,20,0.65,9,36,45,26,7,4,16,18,112
22400671,1610612746,2025-01-29,LAC @ SAS,W,240,48,91,0.527,12,24,0.5,20,23,0.87,17,40,57,26,7,3,15,17,128
22400659,1610612746,2025-01-27,LAC @ PHX,L,240,41,83,0.494,10,32,0.313,17,20,0.85,10,32,42,22,12,5,15,15,109
22400646,1610612746,2025-01-25,LAC vs. MIL,W,240,44,97,0.454,11,34,0.324,28,28,1.0,12,35,47,19,8,3,6,23,127
22400983,1610612746,2025-01-23,LAC vs. WAS,W,240,40,88,0.455,13,38,0.342,17,18,0.944,11,44,55,29,10,7,18,19,110
22400620,1610612746,2025-01-22,LAC vs. BOS,L,265,47,90,0.522,9,28,0.321,10,13,0.769,9,31,40,24,11,6,22,25,113
22400611,1610612746,2025-01-20,LAC vs. CHI,L,240,37,94,0.394,9,42,0.214,16,17,0.941,10,30,40,24,4,7,9,20,99
22400596,1610612746,2025-01-19,LAC vs. LAL,W,240,47,89,0.528,11,30,0.367,11,14,0.786,11,27,38,27,12,4,12,12,116
22400575,1610612746,2025-01-16,LAC @ POR,W,240,44,78,0.564,10,23,0.435,20,27,0.741,8,42,50,23,9,4,15,13,118
22400571,1610612746,2025-01-15,LAC vs. BKN,W,240,43,79,0.544,12,32,0.375,28,30,0.933,6,40,46,26,13,3,14,17,126
22400553,1610612746,2025-01-13,LAC vs. MIA,W,240,45,93,0.484,13,36,0.361,6,10,0.6,7,41,48,28,11,6,11,15,109
22400515,1610612746,2025-01-08,LAC @ DEN,L,240,30,80,0.375,11,38,0.289,32,40,0.8,9,31,40,14,8,6,11,15,103
22400500,1610612746,2025-01-06,LAC @ MIN,L,240,37,89,0.416,12,35,0.343,20,25,0.8,14,35,49,23,9,10,13,19,106
22400486,1610612746,2025-01-04,LAC vs. ATL,W,240,53,96,0.552,13,36,0.361,12,17,0.706,7,41,48,36,15,3,17,17,131
22400466,1610612746,2025-01-02,LAC @ OKC,L,240,38,81,0.469,11,32,0.344,11,17,0.647,10,35,45,25,6,1,19,18,98
22400451,1610612746,2024-12-31,LAC @ SAS,L,240,30,87,0.345,11,41,0.268,15,18,0.833,10,31,41,17,7,3,13,15,86
22400444,1610612746,2024-12-30,LAC @ NOP,W,240,41,86,0.477,13,37,0.351,21,27,0.778,14,26,40,24,11,2,16,14,116
22400426,1610612746,2024-12-27,LAC vs. GSW,W,240,40,75,0.533,10,32,0.313,12,15,0.8,6,33,39,19,6,10,21,19,102
