player_id,games_played,min_avg,fgm_avg,fga_avg,fg_pct,fg3m_avg,fg3a_avg,fg3_pct,ftm_avg,fta_avg,ft_pct,oreb_avg,dreb_avg,reb_avg,ast_avg,stl_avg,blk_avg,tov_avg,pf_avg,pts_avg,ast_tov_ratio,season
1641779,8,3.875,0.25,0.875,0.25,0.25,0.875,0.25,0.375,0.5,0.188,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.125,0.0,2024-25
1641783,74,22.041,2.689,6.527,0.388,1.081,3.23,0.286,0.743,0.851,0.33,0.986,2.324,3.311,1.527,0.446,0.243,0.757,1.27,7.203,2.018,2024-25
1641787,28,23.75,3.357,7.857,0.402,0.857,2.75,0.295,1.964,2.607,0.595,1.143,3.143,4.286,1.964,0.857,0.357,1.393,1.964,9.536,1.41,2024-25
1641789,16,3.625,0.562,1.438,0.286,0.25,0.688,0.167,0.125,0.25,0.062,0.062,0.25,0.312,0.375,0.125,0.062,0.312,0.562,1.5,1.2,2024-25
1641790,19,3.421,0.737,1.263,0.39,0.105,0.421,0.105,0.158,0.211,0.079,0.316,0.842,1.158,0.211,0.0,0.211,0.105,0.579,1.737,2.0,2024-25
1641794,54,10.259,0.944,2.463,0.206,0.296,1.167,0.111,0.315,0.519,0.137,0.556,1.685,2.241,1.074,0.296,0.074,0.519,1.0,2.5,2.071,2024-25
1641796,55,14.218,1.618,3.691,0.364,0.582,1.727,0.269,0.745,1.109,0.275,0.509,1.164,1.673,1.182,0.582,0.127,0.436,1.655,4.564,2.708,2024-25
1641798,16,15.0,1.938,4.625,0.319,0.438,1.438,0.203,0.562,0.625,0.292,0.688,2.062,2.75,1.062,0.562,0.0,0.75,0.875,4.875,1.417,2024-25
1641803,8,2.0,0.125,1.0,0.062,0.0,0.375,0.0,0.125,0.125,0.125,0.25,0.25,0.5,0.25,0.125,0.0,0.25,0.5,0.375,1.0,2024-25
1641809,25,7.4,0.68,1.64,0.349,0.52,1.32,0.295,0.28,0.36,0.12,0.36,1.24,1.6,0.52,0.2,0.08,0.32,0.72,2.16,1.625,2024-25
1641810,44,15.0,2.568,5.636,0.44,1.159,2.932,0.331,0.636,0.795,0.266,0.409,1.023,1.432,0.886,0.477,0.091,0.682,0.909,6.932,1.3,2024-25
1641816,51,7.843,0.882,2.353,0.279,0.451,1.451,0.25,0.412,0.549,0.206,0.49,1.039,1.529,0.392,0.196,0.118,0.275,0.863,2.627,1.429,2024-25
1641824,80,18.925,3.15,6.938,0.412,1.2,3.325,0.324,1.1,1.35,0.44,0.688,2.788,3.475,0.988,0.362,0.938,0.925,1.6,8.6,1.068,2024-25
1641842,81,15.667,2.432,5.136,0.463,0.444,1.864,0.162,1.136,1.506,0.469,0.494,2.198,2.691,1.012,0.605,0.21,0.889,1.741,6.444,1.139,2024-25
1641854,51,10.059,1.412,2.745,0.367,0.412,0.941,0.162,0.451,0.627,0.206,0.373,0.941,1.314,1.392,0.333,0.294,0.745,0.49,3.686,1.868,2024-25
1641857,13,4.462,0.154,0.615,0.115,0.0,0.154,0.0,0.385,0.769,0.135,0.538,0.385,0.923,0.154,0.154,0.154,0.462,0.692,0.692,0.333,2024-25
1641871,46,10.261,1.522,3.609,0.357,0.739,2.304,0.231,0.435,0.478,0.167,0.957,1.043,2.0,0.565,0.261,0.304,0.348,0.891,4.217,1.625,2024-25
1641890,23,5.304,1.043,2.174,0.394,0.565,1.304,0.216,0.261,0.348,0.087,0.261,0.826,1.087,0.174,0.13,0.174,0.348,0.478,2.913,0.5,2024-25
1641989,10,13.7,1.1,3.5,0.175,0.7,2.5,0.126,0.3,0.6,0.15,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,2.667,2024-25
1641998,38,10.368,1.079,1.947,0.462,0.0,0.0,0.0,0.342,0.868,0.151,1.158,1.605,2.763,0.421,0.237,0.395,0.632,1.816,2.5,0.667,2024-25
1642024,15,14.333,1.733,3.6,0.562,1.0,2.733,0.373,0.6,0.8,0.367,0.6,2.533,3.133,0.267,0.667,0.667,0.4,1.4,5.067,0.667,2024-25
1642050,6,8.5,1.333,2.833,0.556,0.5,1.667,0.278,0.5,1.0,0.25,0.5,1.333,1.833,0.667,0.667,0.0,0.167,0.667,3.667,4.0,2024-25
1642258,75,24.587,4.76,10.387,0.442,1.627,4.587,0.315,1.413,1.987,0.469,1.147,2.427,3.573,1.227,0.693,0.493,1.227,1.987,12.56,1.0,2024-25
1642259,67,27.104,4.866,12.358,0.393,1.567,5.09,0.289,1.672,2.463,0.487,1.851,4.642,6.493,2.403,0.657,1.507,1.701,2.179,12.97,1.412,2024-25
1642261,78,19.128,3.295,7.141,0.437,1.641,4.359,0.341,0.821,1.077,0.304,0.474,2.295,2.769,0.846,0.308,0.103,0.474,1.192,9.051,1.784,2024-25
1642262,50,21.12,1.66,5.14,0.293,0.7,2.7,0.231,0.58,0.8,0.248,0.54,1.72,2.26,1.18,0.46,0.32,0.88,1.9,4.6,1.341,2024-25
1642263,52,12.577,1.615,4.596,0.304,0.923,2.731,0.253,0.25,0.308,0.125,0.308,1.192,1.5,1.442,0.673,0.327,0.712,1.019,4.404,2.027,2024-25
1642264,81,26.691,5.222,12.198,0.411,1.173,4.111,0.268,3.074,4.247,0.621,1.099,2.568,3.667,4.099,0.914,0.272,2.185,2.025,14.691,1.876,2024-25
1642265,49,10.633,1.898,4.306,0.33,0.51,1.51,0.192,0.163,0.306,0.071,0.245,0.776,1.02,2.0,0.408,0.02,1.082,0.755,4.469,1.849,2024-25
1642266,52,21.231,3.058,7.558,0.396,1.25,3.577,0.279,1.269,1.596,0.425,1.135,1.942,3.077,1.558,0.827,0.192,0.962,1.827,8.635,1.62,2024-25
1642267,82,29.951,3.659,9.122,0.393,1.683,4.963,0.317,0.841,1.037,0.365,0.402,3.756,4.159,4.439,0.659,0.256,1.72,2.317,9.841,2.582,2024-25
1642268,71,25.887,3.296,7.817,0.399,0.592,2.38,0.179,1.479,2.169,0.41,0.451,2.859,3.31,6.282,0.93,0.225,2.93,2.099,8.662,2.144,2024-25
1642269,36,11.028,1.306,3.528,0.263,0.5,1.694,0.212,0.722,1.222,0.301,0.528,1.583,2.111,1.139,0.583,0.111,0.5,1.083,3.833,2.278,2024-25
1642270,67,19.791,2.687,4.985,0.526,0.209,0.731,0.153,0.925,1.552,0.317,3.239,4.627,7.866,1.149,0.507,1.642,1.075,2.821,6.507,1.069,2024-25
1642271,72,21.083,3.611,7.194,0.489,1.069,3.056,0.279,1.292,1.986,0.42,1.556,4.556,6.111,1.944,0.667,0.306,1.417,2.375,9.583,1.373,2024-25
1642272,23,25.826,5.478,11.913,0.441,2.217,5.783,0.328,2.13,2.435,0.525,0.565,1.87,2.435,2.609,0.652,0.0,1.609,1.609,15.304,1.622,2024-25
1642273,68,26.5,2.985,8.029,0.345,1.676,5.206,0.293,1.029,1.368,0.335,0.721,3.471,4.191,2.485,1.0,0.735,1.426,2.956,8.676,1.742,2024-25
1642274,73,26.849,3.685,6.74,0.53,0.0,0.014,0.0,1.74,2.795,0.45,3.493,4.74,8.233,1.356,0.507,1.342,1.123,1.986,9.11,1.207,2024-25
1642275,60,20.767,1.9,5.75,0.349,0.967,3.417,0.284,1.117,1.567,0.352,1.167,3.5,4.667,1.233,0.483,0.233,0.967,1.4,5.883,1.276,2024-25
1642276,64,22.203,4.016,7.25,0.533,0.547,1.734,0.203,0.719,1.047,0.256,1.812,5.578,7.391,0.938,0.609,1.109,0.891,1.734,9.297,1.053,2024-25
1642277,50,7.66,0.7,1.84,0.203,0.3,1.0,0.134,0.36,0.44,0.149,0.46,0.96,1.42,0.38,0.36,0.22,0.24,0.82,2.06,1.583,2024-25
1642278,41,7.195,0.659,2.0,0.286,0.341,1.146,0.181,0.317,0.415,0.126,0.195,0.463,0.659,1.707,0.293,0.098,0.439,0.634,1.976,3.889,2024-25
1642279,7,4.714,0.286,0.714,0.286,0.0,0.0,0.0,0.143,0.286,0.071,0.571,0.571,1.143,0.286,0.0,0.143,0.286,0.714,0.714,1.0,2024-25
1642280,6,4.333,0.667,1.833,0.074,0.0,0.333,0.0,0.5,0.5,0.333,0.167,0.5,0.667,0.0,0.0,0.0,0.167,0.667,1.833,0.0,2024-25
1642281,47,9.596,1.362,3.17,0.293,0.426,1.234,0.216,0.404,0.511,0.186,0.787,1.255,2.043,0.936,0.277,0.064,0.553,1.064,3.553,1.692,2024-25
1642285,25,10.04,1.36,3.28,0.292,0.76,2.08,0.209,0.76,0.76,0.32,0.48,0.72,1.2,1.36,0.36,0.04,0.24,0.92,4.24,5.667,2024-25
1642345,61,17.082,1.852,3.066,0.51,0.0,0.033,0.0,0.475,0.82,0.187,1.082,2.557,3.639,1.164,0.459,0.475,0.639,1.672,4.18,1.821,2024-25
1642346,74,19.027,2.77,6.446,0.383,1.108,3.568,0.257,0.257,0.527,0.126,1.243,2.365,3.608,0.77,0.595,0.541,0.541,2.189,6.905,1.425,2024-25
1642347,75,19.52,2.72,6.72,0.413,0.96,2.973,0.317,0.707,0.92,0.34,0.4,1.133,1.533,4.213,0.773,0.133,1.56,2.107,7.107,2.701,2024-25
1642348,44,26.136,3.909,8.591,0.439,1.568,4.318,0.32,0.727,1.045,0.243,1.045,2.318,3.364,1.568,1.023,0.364,1.114,2.227,10.114,1.408,2024-25
1642349,36,16.639,2.528,5.111,0.449,0.639,1.667,0.331,0.806,0.972,0.407,0.5,1.389,1.889,1.778,0.694,0.111,0.806,1.889,6.5,2.207,2024-25
1642352,16,6.25,1.125,1.625,0.255,0.188,0.438,0.104,0.25,0.562,0.141,0.375,1.375,1.75,0.25,0.312,0.25,0.25,0.688,2.688,1.0,2024-25
1642353,13,4.462,0.538,1.846,0.191,0.154,1.0,0.058,0.154,0.308,0.077,0.231,0.692,0.923,0.462,0.385,0.077,0.154,0.308,1.385,3.0,2024-25
1642354,36,23.444,2.889,8.361,0.315,0.917,3.611,0.21,1.139,1.389,0.421,1.083,1.944,3.028,3.111,0.944,0.167,1.556,1.556,7.833,2.0,2024-25
1642355,27,6.778,0.778,2.481,0.244,0.333,1.185,0.18,0.407,0.519,0.204,0.148,0.519,0.667,0.815,0.333,0.111,0.481,0.481,2.296,1.692,2024-25
1642358,29,22.034,2.828,7.345,0.39,0.828,3.103,0.232,1.103,1.276,0.417,0.276,1.759,2.034,2.621,0.414,0.103,1.207,1.724,7.586,2.171,2024-25
1642359,18,6.222,0.556,1.722,0.196,0.333,1.056,0.13,0.222,0.333,0.093,0.167,0.833,1.0,0.278,0.167,0.111,0.222,0.389,1.667,1.25,2024-25
1642366,42,16.357,2.929,6.524,0.427,1.738,4.262,0.349,0.5,0.643,0.286,0.833,2.69,3.524,1.333,0.381,0.429,0.786,1.976,8.095,1.697,2024-25
1642367,63,20.429,2.476,5.651,0.426,0.27,1.111,0.161,0.952,1.302,0.345,1.73,3.206,4.937,2.317,0.873,0.54,1.111,2.159,6.175,2.086,2024-25
1642377,79,25.886,3.633,8.557,0.413,1.747,4.962,0.319,1.405,1.709,0.47,1.101,2.291,3.392,1.709,0.557,0.101,0.873,1.848,10.418,1.957,2024-25
1642382,32,7.719,1.344,3.031,0.413,0.688,2.062,0.315,0.438,0.562,0.182,0.531,1.156,1.688,0.438,0.156,0.656,0.219,0.688,3.812,2.0,2024-25
1642384,15,3.067,0.333,0.733,0.2,0.067,0.333,0.067,0.133,0.267,0.067,0.067,0.467,0.533,0.067,0.067,0.133,0.067,0.133,0.867,1.0,2024-25
1642389,3,1.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-25
1642402,22,8.227,0.727,1.682,0.341,0.045,0.455,0.023,0.591,0.864,0.25,0.5,0.864,1.364,0.409,0.136,0.136,0.273,0.955,2.091,1.5,2024-25
1642403,40,7.575,1.35,2.075,0.474,0.075,0.2,0.062,0.575,0.9,0.229,0.55,0.875,1.425,0.3,0.125,0.25,0.4,0.75,3.35,0.75,2024-25
1642419,59,17.627,2.525,5.881,0.405,1.78,4.39,0.361,0.271,0.305,0.144,0.627,2.051,2.678,0.898,0.288,0.169,0.458,1.559,7.102,1.963,2024-25
1642422,9,7.333,0.667,2.111,0.356,0.0,0.778,0.0,0.222,0.778,0.044,0.222,1.444,1.667,0.111,0.444,0.222,0.333,0.667,1.556,0.333,2024-25
1642434,1,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-25
1642439,2,5.0,0.5,2.5,0.166,0.5,2.5,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5,1.0,2024-25
1642450,7,3.286,0.429,1.429,0.179,0.143,1.0,0.143,0.0,0.286,0.0,0.0,0.286,0.286,0.429,0.0,0.0,0.143,0.286,1.0,3.0,2024-25
1642461,20,6.2,0.55,1.7,0.125,0.05,0.85,0.025,0.15,0.15,0.1,0.4,0.45,0.85,0.25,0.25,0.25,0.25,0.85,1.3,1.0,2024-25
1642484,11,6.455,1.0,3.0,0.182,0.545,1.909,0.158,0.182,0.182,0.091,0.182,0.909,1.091,1.273,0.636,0.182,0.455,0.636,2.727,2.8,2024-25
1642502,6,3.333,0.0,0.333,0.0,0.0,0.167,0.0,0.333,0.667,0.167,0.167,0.333,0.5,0.167,0.0,0.0,0.167,0.667,0.333,1.0,2024-25
1642505,21,5.952,0.571,1.429,0.286,0.476,1.0,0.286,0.095,0.095,0.048,0.429,0.81,1.238,0.238,0.238,0.0,0.19,0.571,1.714,1.25,2024-25
1642530,22,4.136,0.5,1.364,0.152,0.318,1.045,0.095,0.318,0.409,0.136,0.0,0.545,0.545,0.864,0.091,0.0,0.227,0.364,1.636,3.8,2024-25
